rep,bench,arm,ns_per_op,err,probe_off,probe_on
5,SignTransactionECDSA,always,57738.21,0.0,0.2217,0.8700
5,SignTransactionSchnorr,always,43156.10,0.1,0.2217,0.8700
5,TxGraphTrim,always,10116708.00,0.0,0.2217,0.8700
5,WalletAvailableCoins,always,26788583.50,0.1,0.2217,0.8700
5,WalletCreateTxUseOnlyPresetInputs,always,549451.39,0.1,0.2217,0.8700
5,WalletCreateTxUsePresetInputsAndCoinSelection,always,16158180.67,1.2,0.2217,0.8700
5,CoinSelection,pass_hoist,3182462.50,0.2,0.2217,0.8700
5,ComplexMemPool,pass_hoist,34552583.00,1.2,0.2217,0.8700
5,ConnectBlockAllEcdsa,pass_hoist,40483208.00,0.6,0.2217,0.8700
5,SignTransactionECDSA,pass_hoist,79091.81,0.3,0.2217,0.8700
5,SignTransactionSchnorr,pass_hoist,62330.72,0.2,0.2217,0.8700
5,TxGraphTrim,pass_hoist,9382750.00,0.0,0.2217,0.8700
5,WalletAvailableCoins,pass_hoist,34726167.00,0.2,0.2217,0.8700
5,WalletCreateTxUseOnlyPresetInputs,pass_hoist,706262.23,0.1,0.2217,0.8700
5,WalletCreateTxUsePresetInputsAndCoinSelection,pass_hoist,15869930.67,0.4,0.2217,0.8700
5,CoinSelection,pass_gated,3118700.00,0.1,0.2217,0.8700
5,ComplexMemPool,pass_gated,34753542.00,1.9,0.2217,0.8700
5,ConnectBlockAllEcdsa,pass_gated,26979583.50,0.4,0.2217,0.8700
5,SignTransactionECDSA,pass_gated,60740.43,0.1,0.2217,0.8700
5,SignTransactionSchnorr,pass_gated,44147.24,0.1,0.2217,0.8700
5,TxGraphTrim,pass_gated,9490333.00,0.0,0.2217,0.8700
5,WalletAvailableCoins,pass_gated,26482354.50,0.1,0.2217,0.8700
5,WalletCreateTxUseOnlyPresetInputs,pass_gated,586886.78,0.1,0.2217,0.8700
5,WalletCreateTxUsePresetInputsAndCoinSelection,pass_gated,15574444.33,0.5,0.2217,0.8700
5,CoinSelection,baseline2,3184170.80,0.3,0.2217,0.8700
5,ComplexMemPool,baseline2,34451541.00,1.4,0.2217,0.8700
