rep,bench,arm,ns_per_op,err,probe_off,probe_on
1,CoinSelection,null,3123870.80,0.5,0.2187,0.8684
1,ComplexMemPool,null,34132750.00,1.9,0.2187,0.8684
1,ConnectBlockAllEcdsa,null,26803500.00,0.4,0.2187,0.8684
1,SignTransactionECDSA,null,56104.97,0.1,0.2187,0.8684
1,SignTransactionSchnorr,null,42225.99,0.1,0.2187,0.8684
1,TxGraphTrim,null,9120125.00,0.0,0.2187,0.8684
1,WalletAvailableCoins,null,26148250.00,0.1,0.2187,0.8684
1,WalletCreateTxUseOnlyPresetInputs,null,516269.29,0.1,0.2187,0.8684
1,WalletCreateTxUsePresetInputsAndCoinSelection,null,15445020.75,0.5,0.2187,0.8684
2,CoinSelection,pass_hoist,3188791.70,0.7,0.2185,0.8698
2,ComplexMemPool,pass_hoist,34133958.00,1.0,0.2185,0.8698
2,ConnectBlockAllEcdsa,pass_hoist,40480041.00,0.4,0.2185,0.8698
2,SignTransactionECDSA,pass_hoist,81627.63,0.3,0.2185,0.8698
2,SignTransactionSchnorr,pass_hoist,61511.75,0.2,0.2185,0.8698
2,TxGraphTrim,pass_hoist,9062500.00,0.0,0.2185,0.8698
2,WalletAvailableCoins,pass_hoist,35114666.00,0.2,0.2185,0.8698
2,WalletCreateTxUseOnlyPresetInputs,pass_hoist,704520.27,0.1,0.2185,0.8698
2,WalletCreateTxUsePresetInputsAndCoinSelection,pass_hoist,15780277.67,0.7,0.2185,0.8698
2,CoinSelection,pass_gated,3187058.40,0.2,0.2185,0.8698
2,ComplexMemPool,pass_gated,35067667.00,1.1,0.2185,0.8698
2,ConnectBlockAllEcdsa,pass_gated,27032083.50,0.4,0.2185,0.8698
2,SignTransactionECDSA,pass_gated,58338.31,0.0,0.2185,0.8698
2,SignTransactionSchnorr,pass_gated,44282.09,0.0,0.2185,0.8698
2,TxGraphTrim,pass_gated,9088083.00,0.0,0.2185,0.8698
2,WalletAvailableCoins,pass_gated,25258771.00,0.1,0.2185,0.8698
2,WalletCreateTxUseOnlyPresetInputs,pass_gated,559820.33,0.1,0.2185,0.8698
2,WalletCreateTxUsePresetInputsAndCoinSelection,pass_gated,15585777.67,0.6,0.2185,0.8698
2,CoinSelection,pass_fa,3105116.60,0.1,0.2185,0.8698
2,ComplexMemPool,pass_fa,34547459.00,1.7,0.2185,0.8698
2,ConnectBlockAllEcdsa,pass_fa,39563375.00,0.5,0.2185,0.8698
2,SignTransactionECDSA,pass_fa,77667.74,0.2,0.2185,0.8698
2,SignTransactionSchnorr,pass_fa,59146.66,0.2,0.2185,0.8698
2,TxGraphTrim,pass_fa,9294500.00,0.0,0.2185,0.8698
2,WalletAvailableCoins,pass_fa,33932709.00,0.4,0.2185,0.8698
2,WalletCreateTxUseOnlyPresetInputs,pass_fa,773726.38,0.2,0.2185,0.8698
2,WalletCreateTxUsePresetInputsAndCoinSelection,pass_fa,15896083.33,0.4,0.2185,0.8698
2,CoinSelection,pass_fagate,3093937.50,0.2,0.2185,0.8698
2,ComplexMemPool,pass_fagate,35586541.00,2.7,0.2185,0.8698
2,ConnectBlockAllEcdsa,pass_fagate,39043292.00,0.4,0.2185,0.8698
2,SignTransactionECDSA,pass_fagate,85656.20,0.2,0.2185,0.8698
2,SignTransactionSchnorr,pass_fagate,60696.12,0.2,0.2185,0.8698
2,TxGraphTrim,pass_fagate,9289041.00,0.0,0.2185,0.8698
2,WalletAvailableCoins,pass_fagate,32651229.00,0.2,0.2185,0.8698
2,WalletCreateTxUseOnlyPresetInputs,pass_fagate,754649.16,0.1,0.2185,0.8698
2,WalletCreateTxUsePresetInputsAndCoinSelection,pass_fagate,15868625.00,0.7,0.2185,0.8698
2,CoinSelection,baseline2,3129300.00,0.2,0.2185,0.8698
2,ComplexMemPool,baseline2,34349667.00,1.1,0.2185,0.8698
2,ConnectBlockAllEcdsa,baseline2,26767958.50,0.2,0.2185,0.8698
2,SignTransactionECDSA,baseline2,54998.03,0.1,0.2185,0.8698
2,SignTransactionSchnorr,baseline2,42280.52,0.1,0.2185,0.8698
2,TxGraphTrim,baseline2,9466292.00,0.0,0.2185,0.8698
2,WalletAvailableCoins,baseline2,25738083.50,0.1,0.2185,0.8698
2,WalletCreateTxUseOnlyPresetInputs,baseline2,506350.62,0.1,0.2185,0.8698
2,WalletCreateTxUsePresetInputsAndCoinSelection,baseline2,16510291.67,1.2,0.2185,0.8698
2,CoinSelection,baseline,3181508.30,0.4,0.2185,0.8698
2,ComplexMemPool,baseline,34820625.00,1.3,0.2185,0.8698
2,ConnectBlockAllEcdsa,baseline,26922916.50,0.7,0.2185,0.8698
2,SignTransactionECDSA,baseline,55764.07,0.1,0.2185,0.8698
2,SignTransactionSchnorr,baseline,42139.38,0.1,0.2185,0.8698
2,TxGraphTrim,baseline,9219750.00,0.0,0.2185,0.8698
2,WalletAvailableCoins,baseline,25008333.00,0.1,0.2185,0.8698
2,WalletCreateTxUseOnlyPresetInputs,baseline,528842.23,0.1,0.2185,0.8698
2,WalletCreateTxUsePresetInputsAndCoinSelection,baseline,15535444.33,0.7,0.2185,0.8698
2,CoinSelection,null,3116762.50,0.2,0.2185,0.8698
2,ComplexMemPool,null,34297958.00,0.7,0.2185,0.8698
2,ConnectBlockAllEcdsa,null,26758666.50,0.2,0.2185,0.8698
2,SignTransactionECDSA,null,55246.70,0.1,0.2185,0.8698
2,SignTransactionSchnorr,null,42439.30,0.1,0.2185,0.8698
2,TxGraphTrim,null,9295459.00,0.0,0.2185,0.8698
2,WalletAvailableCoins,null,26214958.50,0.1,0.2185,0.8698
2,WalletCreateTxUseOnlyPresetInputs,null,528669.58,0.1,0.2185,0.8698
