rep,bench,arm,ns_per_op,err_pct,probe_off,probe_on
11,SignTransactionECDSA,null,65153.06,0.1,0.2252,0.8691
11,SignTransactionSchnorr,null,43317.98,0.1,0.2252,0.8691
11,TxGraphTrim,null,9293416.00,0.0,0.2252,0.8691
11,WalletAvailableCoins,null,26101583.50,0.1,0.2252,0.8691
11,WalletCreateTxUsePresetInputsAndCoinSelection,null,15840597.33,0.8,0.2252,0.8691
11,CCoinsCaching,dit,159.59,2.6,0.2252,0.8691
11,CoinSelection,dit,3600400.00,0.2,0.2252,0.8691
11,ComplexMemPool,dit,36012000.00,1.5,0.2252,0.8691
11,ConnectBlockAllEcdsa,dit,26997771.00,0.5,0.2252,0.8691
11,DeserializeBlockTest,dit,739454.55,0.1,0.2252,0.8691
11,MemPoolAddTransactions,dit,70105708.00,0.9,0.2252,0.8691
11,SignTransactionECDSA,dit,59536.76,0.1,0.2252,0.8691
11,SignTransactionSchnorr,dit,44193.94,0.2,0.2252,0.8691
11,TxGraphTrim,dit,10105792.00,0.0,0.2252,0.8691
11,WalletAvailableCoins,dit,27142604.00,0.0,0.2252,0.8691
11,WalletCreateTxUsePresetInputsAndCoinSelection,dit,16004819.33,0.7,0.2252,0.8691
12,CCoinsCaching,null,163.78,2.4,0.2280,0.8715
12,CoinSelection,null,3185216.70,0.2,0.2280,0.8715
12,ComplexMemPool,null,35618125.00,1.6,0.2280,0.8715
12,ConnectBlockAllEcdsa,null,26983854.00,0.5,0.2280,0.8715
12,DeserializeBlockTest,null,740448.94,0.1,0.2280,0.8715
12,MemPoolAddTransactions,null,68656375.00,0.6,0.2280,0.8715
12,SignTransactionECDSA,null,64768.63,0.0,0.2280,0.8715
12,SignTransactionSchnorr,null,43381.73,0.1,0.2280,0.8715
12,TxGraphTrim,null,9167000.00,0.0,0.2280,0.8715
12,WalletAvailableCoins,null,26531833.50,0.2,0.2280,0.8715
12,WalletCreateTxUsePresetInputsAndCoinSelection,null,15689055.67,1.2,0.2280,0.8715
12,CCoinsCaching,dit,185.36,3.0,0.2280,0.8715
12,CoinSelection,dit,3570570.80,0.2,0.2280,0.8715
12,ComplexMemPool,dit,35568583.00,1.4,0.2280,0.8715
12,ConnectBlockAllEcdsa,dit,26954937.50,0.4,0.2280,0.8715
12,DeserializeBlockTest,dit,741025.39,0.1,0.2280,0.8715
12,MemPoolAddTransactions,dit,70333708.00,0.6,0.2280,0.8715
12,SignTransactionECDSA,dit,61691.61,0.1,0.2280,0.8715
12,SignTransactionSchnorr,dit,44105.25,0.1,0.2280,0.8715
12,TxGraphTrim,dit,10180375.00,0.0,0.2280,0.8715
12,WalletAvailableCoins,dit,26818875.00,0.1,0.2280,0.8715
12,WalletCreateTxUsePresetInputsAndCoinSelection,dit,16164778.00,0.8,0.2280,0.8715
12,CCoinsCaching,base,173.73,3.0,0.2280,0.8715
12,CheckBlockTest,base,325167.00,3.9,0.2280,0.8715
12,CoinSelection,base,3128200.00,0.4,0.2280,0.8715
12,ComplexMemPool,base,34778292.00,0.7,0.2280,0.8715
12,ConnectBlockAllEcdsa,base,26987312.50,0.5,0.2280,0.8715
12,DeserializeBlockTest,base,737141.02,0.2,0.2280,0.8715
12,MemPoolAddTransactions,base,68608375.00,0.4,0.2280,0.8715
12,SignTransactionECDSA,base,59179.61,0.1,0.2280,0.8715
12,SignTransactionSchnorr,base,43320.08,0.1,0.2280,0.8715
12,TxGraphTrim,base,9422792.00,0.0,0.2280,0.8715
12,WalletAvailableCoins,base,26233625.00,0.1,0.2280,0.8715
12,WalletCreateTxUsePresetInputsAndCoinSelection,base,15603708.33,0.3,0.2280,0.8715
13,CCoinsCaching,dit,166.08,3.7,0.2274,0.8726
13,CoinSelection,dit,3570008.30,0.2,0.2274,0.8726
13,ComplexMemPool,dit,36377416.00,2.1,0.2274,0.8726
13,ConnectBlockAllEcdsa,dit,27362729.00,1.6,0.2274,0.8726
13,DeserializeBlockTest,dit,741167.94,0.0,0.2274,0.8726
13,MemPoolAddTransactions,dit,70387959.00,0.3,0.2274,0.8726
13,SignTransactionECDSA,dit,58216.02,0.1,0.2274,0.8726
13,SignTransactionSchnorr,dit,44158.35,0.1,0.2274,0.8726
13,TxGraphTrim,dit,10226000.00,0.0,0.2274,0.8726
13,WalletAvailableCoins,dit,26618937.50,0.1,0.2274,0.8726
13,WalletCreateTxUsePresetInputsAndCoinSelection,dit,16881555.67,4.2,0.2274,0.8726
13,CCoinsCaching,base,171.35,1.8,0.2274,0.8726
13,CoinSelection,base,3178908.30,0.3,0.2274,0.8726
13,ComplexMemPool,base,35025292.00,1.3,0.2274,0.8726
13,ConnectBlockAllEcdsa,base,26945729.00,0.2,0.2274,0.8726
13,DeserializeBlockTest,base,737642.95,0.1,0.2274,0.8726
13,MemPoolAddTransactions,base,69035792.00,0.3,0.2274,0.8726
13,SignTransactionECDSA,base,61634.85,0.0,0.2274,0.8726
13,SignTransactionSchnorr,base,43393.57,0.1,0.2274,0.8726
13,TxGraphTrim,base,9471625.00,0.0,0.2274,0.8726
13,WalletAvailableCoins,base,26097792.00,0.1,0.2274,0.8726
13,WalletCreateTxUsePresetInputsAndCoinSelection,base,15860916.67,1.2,0.2274,0.8726
13,CCoinsCaching,null,151.53,0.8,0.2274,0.8726
13,CoinSelection,null,3111958.30,0.2,0.2274,0.8726
13,ComplexMemPool,null,35176208.00,1.5,0.2274,0.8726
13,ConnectBlockAllEcdsa,null,26972270.50,0.5,0.2274,0.8726
13,DeserializeBlockTest,null,737664.14,0.1,0.2274,0.8726
13,MemPoolAddTransactions,null,68872291.00,0.8,0.2274,0.8726
13,SignTransactionECDSA,null,63575.87,0.1,0.2274,0.8726
13,SignTransactionSchnorr,null,43386.95,0.0,0.2274,0.8726
13,TxGraphTrim,null,9512958.00,0.0,0.2274,0.8726
13,WalletAvailableCoins,null,25387479.00,0.0,0.2274,0.8726
13,WalletCreateTxUsePresetInputsAndCoinSelection,null,15695763.67,0.6,0.2274,0.8726
14,CCoinsCaching,base,169.42,0.8,0.2248,0.8686
14,CoinSelection,base,3193591.60,0.3,0.2248,0.8686
14,ComplexMemPool,base,34930708.00,0.8,0.2248,0.8686
14,ConnectBlockAllEcdsa,base,26872354.00,0.1,0.2248,0.8686
14,DeserializeBlockTest,base,738240.49,0.3,0.2248,0.8686
14,MemPoolAddTransactions,base,68665666.00,0.7,0.2248,0.8686
14,SignTransactionECDSA,base,58334.28,0.2,0.2248,0.8686
14,SignTransactionSchnorr,base,43298.80,0.1,0.2248,0.8686
14,TxGraphTrim,base,9345083.00,0.0,0.2248,0.8686
14,WalletAvailableCoins,base,25355125.00,0.0,0.2248,0.8686
14,WalletCreateTxUsePresetInputsAndCoinSelection,base,15828444.33,1.5,0.2248,0.8686
14,CCoinsCaching,null,179.73,2.0,0.2248,0.8686
14,CoinSelection,null,3118025.00,0.2,0.2248,0.8686
14,ComplexMemPool,null,34882250.00,1.0,0.2248,0.8686
14,ConnectBlockAllEcdsa,null,27047896.00,0.6,0.2248,0.8686
14,DeserializeBlockTest,null,733860.32,0.1,0.2248,0.8686
14,MemPoolAddTransactions,null,68933792.00,0.8,0.2248,0.8686
14,SignTransactionECDSA,null,53948.80,0.1,0.2248,0.8686
14,SignTransactionSchnorr,null,43295.19,0.1,0.2248,0.8686
14,TxGraphTrim,null,9225458.00,0.0,0.2248,0.8686
14,WalletAvailableCoins,null,26180417.00,0.1,0.2248,0.8686
14,WalletCreateTxUsePresetInputsAndCoinSelection,null,15495263.67,0.3,0.2248,0.8686
14,CCoinsCaching,dit,174.84,3.8,0.2248,0.8686
14,CoinSelection,dit,3566641.70,0.1,0.2248,0.8686
14,ComplexMemPool,dit,35534791.00,0.4,0.2248,0.8686
14,ConnectBlockAllEcdsa,dit,26898666.50,0.1,0.2248,0.8686
14,DeserializeBlockTest,dit,739821.36,0.1,0.2248,0.8686
14,MemPoolAddTransactions,dit,69973958.00,0.4,0.2248,0.8686
14,SignTransactionECDSA,dit,53675.77,0.1,0.2248,0.8686
14,SignTransactionSchnorr,dit,44145.52,0.1,0.2248,0.8686
14,TxGraphTrim,dit,10291500.00,0.0,0.2248,0.8686
14,WalletAvailableCoins,dit,26435750.00,0.0,0.2248,0.8686
14,WalletCreateTxUsePresetInputsAndCoinSelection,dit,16025833.33,0.3,0.2248,0.8686
