rep,inputs,arm,ns_per_op,err,probe_off,probe_on
8,50,pass,21815333.33,0.5,0.2179,0.8728
8,50,passnop,21444712.50,0.6,0.2179,0.8728
8,50,baseline2,20995912.50,0.4,0.2179,0.8728
8,50,pub_base,15027273.79,0.7,0.2179,0.8728
8,50,pub_always,15224471.15,0.8,0.2179,0.8728
8,50,baseline,21656362.50,0.2,0.2179,0.8728
8,100,null,27018203.12,0.5,0.2179,0.8728
8,100,always,28426531.25,0.3,0.2179,0.8728
8,100,pass,28290470.29,0.5,0.2179,0.8728
8,100,passnop,27291875.00,0.3,0.2179,0.8728
8,100,baseline2,27184015.62,0.1,0.2179,0.8728
8,100,pub_base,14832979.17,0.3,0.2179,0.8728
8,100,pub_always,16383458.38,1.5,0.2179,0.8728
8,100,baseline,27005385.37,0.2,0.2179,0.8728
8,200,null,39119283.40,0.4,0.2179,0.8728
8,200,always,40194841.60,0.4,0.2179,0.8728
8,200,pass,41182783.20,0.4,0.2179,0.8728
8,200,passnop,38936716.60,0.3,0.2179,0.8728
8,200,baseline2,38946066.60,0.3,0.2179,0.8728
8,200,pub_base,15320512.85,0.4,0.2179,0.8728
8,200,pub_always,16371444.42,0.5,0.2179,0.8728
8,200,baseline,39536216.60,1.3,0.2179,0.8728
8,400,null,62284819.33,0.4,0.2179,0.8728
8,400,always,65677166.67,0.2,0.2179,0.8728
8,400,pass,67105861.33,0.2,0.2179,0.8728
8,400,passnop,62734152.67,0.3,0.2179,0.8728
8,400,baseline2,62788013.67,0.3,0.2179,0.8728
8,400,pub_base,15743381.46,0.3,0.2179,0.8728
8,400,pub_always,16334443.18,0.7,0.2179,0.8728
8,400,baseline,62999347.33,0.3,0.2179,0.8728
9,1,always,15892276.55,0.7,0.2223,0.8698
9,1,pass,15030482.67,0.5,0.2223,0.8698
9,1,passnop,15355270.79,0.3,0.2223,0.8698
9,1,baseline2,15248102.54,0.6,0.2223,0.8698
9,1,pub_base,14528535.31,0.5,0.2223,0.8698
9,1,pub_always,14834508.93,0.2,0.2223,0.8698
9,1,baseline,15099797.64,0.3,0.2223,0.8698
9,1,null,15012942.31,0.5,0.2223,0.8698
9,4,always,16215684.08,0.5,0.2223,0.8698
9,4,pass,15555224.38,0.1,0.2223,0.8698
9,4,passnop,15548095.21,0.3,0.2223,0.8698
9,4,baseline2,15889724.38,0.9,0.2223,0.8698
9,4,pub_base,14739600.67,0.8,0.2223,0.8698
9,4,pub_always,16209512.77,1.3,0.2223,0.8698
9,4,baseline,15609454.92,0.6,0.2223,0.8698
9,4,null,15567153.85,0.3,0.2223,0.8698
9,10,always,16709185.55,0.3,0.2223,0.8698
9,10,pass,16229903.85,0.3,0.2223,0.8698
9,10,passnop,16353689.36,0.3,0.2223,0.8698
9,10,baseline2,16164701.92,0.5,0.2223,0.8698
9,10,pub_base,14524214.77,0.4,0.2223,0.8698
9,10,pub_always,15301191.00,0.6,0.2223,0.8698
9,10,baseline,16362548.67,0.3,0.2223,0.8698
9,10,null,16541840.25,0.8,0.2223,0.8698
9,25,always,18844204.55,0.5,0.2223,0.8698
9,25,pass,18721750.00,0.6,0.2223,0.8698
9,25,passnop,18230600.00,0.7,0.2223,0.8698
9,25,baseline2,18065895.80,0.2,0.2223,0.8698
9,25,pub_base,14905339.29,0.3,0.2223,0.8698
9,25,pub_always,16370250.00,0.5,0.2223,0.8698
9,25,baseline,18126143.91,0.2,0.2223,0.8698
9,25,null,18377412.50,0.6,0.2223,0.8698
9,50,always,22201895.90,0.2,0.2223,0.8698
9,50,pass,21800976.89,0.5,0.2223,0.8698
9,50,passnop,21372217.67,0.2,0.2223,0.8698
9,50,baseline2,21039708.33,0.4,0.2223,0.8698
9,50,pub_base,15353883.93,0.4,0.2223,0.8698
9,50,pub_always,16365849.38,0.6,0.2223,0.8698
9,50,baseline,21040828.78,0.5,0.2223,0.8698
9,50,null,21564448.00,0.3,0.2223,0.8698
9,100,always,29827071.43,0.6,0.2223,0.8698
9,100,pass,27905136.86,0.6,0.2223,0.8698
9,100,passnop,27230232.14,0.3,0.2223,0.8698
9,100,baseline2,27146687.50,0.5,0.2223,0.8698
9,100,pub_base,14981288.25,0.3,0.2223,0.8698
9,100,pub_always,15827204.83,1.3,0.2223,0.8698
9,100,baseline,27441357.14,0.5,0.2223,0.8698
9,100,null,27680351.29,0.4,0.2223,0.8698
9,200,always,41010033.20,1.0,0.2223,0.8698
9,200,pass,40946250.00,0.3,0.2223,0.8698
9,200,passnop,38964458.40,0.4,0.2223,0.8698
9,200,baseline2,39034858.20,0.3,0.2223,0.8698
9,200,pub_base,15704467.92,0.7,0.2223,0.8698
9,200,pub_always,15595902.75,0.7,0.2223,0.8698
9,200,baseline,39296483.20,0.8,0.2223,0.8698
9,200,null,39166758.40,0.4,0.2223,0.8698
9,400,always,66412444.67,0.6,0.2223,0.8698
9,400,pass,67352555.67,0.3,0.2223,0.8698
9,400,passnop,63335972.33,0.6,0.2223,0.8698
9,400,baseline2,62907125.00,0.3,0.2223,0.8698
9,400,pub_base,15713913.71,0.4,0.2223,0.8698
9,400,pub_always,16052445.54,0.5,0.2223,0.8698
9,400,baseline,62890291.67,0.1,0.2223,0.8698
9,400,null,62923861.00,0.4,0.2223,0.8698
10,1,pass,15104967.29,0.3,0.2190,0.8694
10,1,passnop,15629596.15,0.6,0.2190,0.8694
10,1,baseline2,15129782.71,0.6,0.2190,0.8694
10,1,pub_base,14427939.08,0.3,0.2190,0.8694
10,1,pub_always,15570250.00,0.6,0.2190,0.8694
10,1,baseline,15659115.38,0.8,0.2190,0.8694
10,1,null,15351994.07,0.2,0.2190,0.8694
10,1,always,15932099.31,0.8,0.2190,0.8694
10,4,pass,15961673.08,0.5,0.2190,0.8694
10,4,passnop,15697138.92,0.6,0.2190,0.8694
10,4,baseline2,15396766.00,0.5,0.2190,0.8694
10,4,pub_base,14481038.46,0.3,0.2190,0.8694
10,4,pub_always,15274201.33,1.8,0.2190,0.8694
10,4,baseline,15690548.58,0.7,0.2190,0.8694
10,4,null,15429284.75,0.4,0.2190,0.8694
10,4,always,16796567.31,0.9,0.2190,0.8694
10,10,pass,16154535.23,0.3,0.2190,0.8694
10,10,passnop,16278269.23,0.3,0.2190,0.8694
10,10,baseline2,16387731.00,0.5,0.2190,0.8694
10,10,pub_base,14866327.43,0.7,0.2190,0.8694
10,10,pub_always,15648909.75,1.0,0.2190,0.8694
10,10,baseline,16561657.00,0.3,0.2190,0.8694
10,10,null,16310541.67,0.2,0.2190,0.8694
10,10,always,16897513.92,0.8,0.2190,0.8694
10,25,pass,18442447.00,0.4,0.2190,0.8694
10,25,passnop,18441587.18,1.1,0.2190,0.8694
10,25,baseline2,18450225.67,0.4,0.2190,0.8694
10,25,pub_base,14781762.85,0.3,0.2190,0.8694
10,25,pub_always,15844781.25,0.5,0.2190,0.8694
10,25,baseline,18453454.55,0.3,0.2190,0.8694
10,25,null,18258704.83,0.4,0.2190,0.8694
10,25,always,18713863.64,0.2,0.2190,0.8694
10,50,pass,21682479.10,0.5,0.2190,0.8694
10,50,passnop,21259979.20,0.9,0.2190,0.8694
10,50,baseline2,21304369.88,0.5,0.2190,0.8694
10,50,pub_base,14758875.00,0.5,0.2190,0.8694
10,50,pub_always,15229762.85,0.2,0.2190,0.8694
10,50,baseline,21310773.11,0.6,0.2190,0.8694
10,50,null,20931633.40,0.2,0.2190,0.8694
10,50,always,22188687.50,1.0,0.2190,0.8694
10,100,pass,28299160.71,0.6,0.2190,0.8694
10,100,passnop,27509609.38,0.3,0.2190,0.8694
10,100,baseline2,27131942.62,0.4,0.2190,0.8694
10,100,pub_base,14675795.17,0.3,0.2190,0.8694
10,100,pub_always,15639552.08,0.8,0.2190,0.8694
10,100,baseline,28002982.14,0.3,0.2190,0.8694
10,100,null,27369089.29,0.5,0.2190,0.8694
10,100,always,28433708.29,0.6,0.2190,0.8694
10,200,pass,40379058.20,0.3,0.2190,0.8694
10,200,passnop,39290750.00,0.3,0.2190,0.8694
10,200,baseline2,39161850.00,0.5,0.2190,0.8694
10,200,pub_base,15501211.75,0.6,0.2190,0.8694
10,200,pub_always,15570461.83,0.4,0.2190,0.8694
10,200,baseline,39169650.00,0.4,0.2190,0.8694
10,200,null,39839658.20,0.5,0.2190,0.8694
10,200,always,41156350.00,1.0,0.2190,0.8694
10,400,pass,65664111.00,0.1,0.2190,0.8694
10,400,passnop,63281861.00,0.3,0.2190,0.8694
10,400,baseline2,62379361.00,0.4,0.2190,0.8694
10,400,pub_base,15482993.62,0.2,0.2190,0.8694
10,400,pub_always,16284322.92,0.3,0.2190,0.8694
10,400,baseline,63242430.33,0.4,0.2190,0.8694
10,400,null,62958486.33,0.2,0.2190,0.8694
10,400,always,65458680.33,0.3,0.2190,0.8694
11,1,passnop,15128602.54,0.3,0.2189,0.8694
11,1,baseline2,15139675.64,0.6,0.2189,0.8694
11,1,pub_base,14785241.67,0.4,0.2189,0.8694
11,1,pub_always,15382564.08,1.0,0.2189,0.8694
11,1,baseline,15124003.00,0.4,0.2189,0.8694
11,1,null,15003827.36,0.4,0.2189,0.8694
11,1,always,15766807.69,0.5,0.2189,0.8694
11,1,pass,15210038.71,0.2,0.2189,0.8694
11,4,passnop,15459432.69,0.6,0.2189,0.8694
11,4,baseline2,15779470.21,1.1,0.2189,0.8694
11,4,pub_base,14608294.64,0.8,0.2189,0.8694
11,4,pub_always,15242779.79,1.5,0.2189,0.8694
11,4,baseline,16124320.54,1.2,0.2189,0.8694
11,4,null,15646355.77,0.6,0.2189,0.8694
11,4,always,16298285.23,0.5,0.2189,0.8694
11,4,pass,15624993.62,0.4,0.2189,0.8694
11,10,passnop,16289260.42,0.1,0.2189,0.8694
11,10,baseline2,16407343.00,0.9,0.2189,0.8694
11,10,pub_base,14706142.33,0.3,0.2189,0.8694
11,10,pub_always,15417993.62,0.5,0.2189,0.8694
11,10,baseline,16238157.00,0.5,0.2189,0.8694
11,10,null,16187304.46,0.5,0.2189,0.8694
11,10,always,16757250.00,0.5,0.2189,0.8694
11,10,pass,16555888.92,0.6,0.2189,0.8694
11,25,passnop,18266212.50,0.3,0.2189,0.8694
11,25,baseline2,18539761.36,0.6,0.2189,0.8694
11,25,pub_base,14623672.57,0.4,0.2189,0.8694
11,25,pub_always,15684511.86,0.4,0.2189,0.8694
11,25,baseline,18605954.10,0.6,0.2189,0.8694
11,25,null,18556052.08,0.8,0.2189,0.8694
11,25,always,18769465.91,0.5,0.2189,0.8694
11,25,pass,18393375.00,0.4,0.2189,0.8694
11,50,passnop,21397845.80,0.5,0.2189,0.8694
11,50,baseline2,20898566.70,0.4,0.2189,0.8694
11,50,pub_base,14923815.50,0.4,0.2189,0.8694
11,50,pub_always,15055902.83,0.2,0.2189,0.8694
11,50,baseline,21323097.22,0.7,0.2189,0.8694
11,50,null,20995226.89,0.3,0.2189,0.8694
11,50,always,22743862.50,0.3,0.2189,0.8694
11,50,pass,21699115.67,0.3,0.2189,0.8694
11,100,passnop,27525421.88,0.7,0.2189,0.8694
11,100,baseline2,27072760.38,0.3,0.2189,0.8694
11,100,pub_base,14888380.93,0.3,0.2189,0.8694
11,100,pub_always,15244114.58,0.3,0.2189,0.8694
11,100,baseline,26968729.12,0.5,0.2189,0.8694
11,100,null,26956535.71,0.2,0.2189,0.8694
11,100,always,28361577.43,0.5,0.2189,0.8694
11,100,pass,28696952.43,0.5,0.2189,0.8694
11,200,passnop,39258966.60,0.4,0.2189,0.8694
11,200,baseline2,39321816.80,0.5,0.2189,0.8694
11,200,pub_base,15251255.93,0.5,0.2189,0.8694
11,200,pub_always,15739805.58,0.4,0.2189,0.8694
11,200,baseline,39317241.60,0.5,0.2189,0.8694
11,200,null,39237277.83,0.7,0.2189,0.8694
11,200,always,41192716.60,1.0,0.2189,0.8694
11,200,pass,41263358.40,0.6,0.2189,0.8694
11,400,passnop,63318625.00,0.3,0.2189,0.8694
11,400,baseline2,62831722.33,0.8,0.2189,0.8694
11,400,pub_base,15812909.75,0.8,0.2189,0.8694
11,400,pub_always,16319329.55,0.6,0.2189,0.8694
11,400,baseline,63175763.67,0.3,0.2189,0.8694
11,400,null,63009819.33,0.3,0.2189,0.8694
11,400,always,65622222.00,0.5,0.2189,0.8694
11,400,pass,66748208.33,0.2,0.2189,0.8694
12,1,baseline2,15019076.92,0.4,0.2175,0.8698
12,1,pub_base,14497523.79,0.3,0.2175,0.8698
12,1,pub_always,15395419.85,0.7,0.2175,0.8698
12,1,baseline,15359201.92,0.5,0.2175,0.8698
12,1,null,15194157.71,0.4,0.2175,0.8698
12,1,always,15814766.00,0.7,0.2175,0.8698
12,1,pass,15093919.64,0.6,0.2175,0.8698
12,1,passnop,15504422.57,1.0,0.2175,0.8698
12,4,baseline2,16047583.36,0.8,0.2175,0.8698
12,4,pub_base,15086687.50,0.8,0.2175,0.8698
12,4,pub_always,15151654.79,0.8,0.2175,0.8698
12,4,baseline,15703519.23,0.7,0.2175,0.8698
12,4,null,15446137.85,0.3,0.2175,0.8698
12,4,always,15925583.31,0.4,0.2175,0.8698
12,4,pass,15861003.50,0.2,0.2175,0.8698
12,4,passnop,15702618.00,0.6,0.2175,0.8698
12,10,baseline2,16565589.77,0.5,0.2175,0.8698
12,10,pub_base,14668317.31,0.5,0.2175,0.8698
12,10,pub_always,15140437.50,0.5,0.2175,0.8698
12,10,baseline,16654329.83,0.6,0.2175,0.8698
12,10,null,16104849.38,0.5,0.2175,0.8698
12,10,always,16863666.67,0.4,0.2175,0.8698
12,10,pass,16327329.83,0.4,0.2175,0.8698
12,10,passnop,16398711.83,0.5,0.2175,0.8698
12,25,baseline2,17853185.64,0.2,0.2175,0.8698
12,25,pub_base,14667446.43,0.1,0.2175,0.8698
12,25,pub_always,15003567.31,0.6,0.2175,0.8698
12,25,baseline,17946108.30,0.4,0.2175,0.8698
12,25,null,18084187.50,0.3,0.2175,0.8698
12,25,always,19586300.00,0.7,0.2175,0.8698
12,25,pass,18604608.30,1.0,0.2175,0.8698
12,25,passnop,17983302.08,0.3,0.2175,0.8698
12,50,baseline2,21826850.00,0.3,0.2175,0.8698
12,50,pub_base,14697326.92,0.6,0.2175,0.8698
12,50,pub_always,15427368.62,0.6,0.2175,0.8698
12,50,baseline,20948650.00,0.3,0.2175,0.8698
12,50,null,20971395.80,0.4,0.2175,0.8698
12,50,always,22883546.33,0.3,0.2175,0.8698
12,50,pass,21455958.33,0.3,0.2175,0.8698
12,50,passnop,21371841.60,0.8,0.2175,0.8698
12,100,baseline2,27694343.75,0.6,0.2175,0.8698
12,100,pub_base,14723141.08,0.4,0.2175,0.8698
12,100,pub_always,15758314.08,0.8,0.2175,0.8698
12,100,baseline,27044273.71,0.3,0.2175,0.8698
12,100,null,27519494.00,0.2,0.2175,0.8698
12,100,always,28188220.29,0.2,0.2175,0.8698
12,100,pass,28446583.38,0.4,0.2175,0.8698
12,100,passnop,27184088.50,0.2,0.2175,0.8698
12,200,baseline2,39341325.00,0.2,0.2175,0.8698
12,200,pub_base,15172368.08,0.5,0.2175,0.8698
12,200,pub_always,15821083.31,0.4,0.2175,0.8698
12,200,baseline,39065641.80,0.4,0.2175,0.8698
12,200,null,39499841.60,0.7,0.2175,0.8698
12,200,always,40515958.20,0.2,0.2175,0.8698
12,200,pass,40735691.80,0.3,0.2175,0.8698
12,200,passnop,39600408.20,1.4,0.2175,0.8698
12,400,baseline2,62683694.67,0.4,0.2175,0.8698
12,400,pub_base,16274429.46,0.2,0.2175,0.8698
12,400,pub_always,15994685.85,0.5,0.2175,0.8698
12,400,baseline,62712402.67,0.2,0.2175,0.8698
12,400,null,62814152.67,0.2,0.2175,0.8698
12,400,always,65689514.00,0.2,0.2175,0.8698
12,400,pass,66851944.33,0.5,0.2175,0.8698
12,400,passnop,63456152.67,0.5,0.2175,0.8698
13,1,pub_base,14385880.53,0.4,0.2189,0.8693
13,1,pub_always,15072830.36,1.0,0.2189,0.8693
13,1,baseline,15079527.75,0.2,0.2189,0.8693
13,1,null,15460416.67,0.5,0.2189,0.8693
13,1,always,16415062.50,0.9,0.2189,0.8693
13,1,pass,15178029.79,0.5,0.2189,0.8693
13,1,passnop,15223134.62,0.4,0.2189,0.8693
13,1,baseline2,15463237.15,0.3,0.2189,0.8693
13,4,pub_base,14820444.50,0.5,0.2189,0.8693
13,4,pub_always,15006273.79,0.9,0.2189,0.8693
13,4,baseline,15478256.92,0.2,0.2189,0.8693
13,4,null,15398705.36,0.3,0.2189,0.8693
13,4,always,16225680.58,1.0,0.2189,0.8693
13,4,pass,15769791.67,0.3,0.2189,0.8693
13,4,passnop,15529823.77,0.3,0.2189,0.8693
13,4,baseline2,15484812.50,0.3,0.2189,0.8693
13,10,pub_base,15005888.92,0.2,0.2189,0.8693
13,10,pub_always,15093362.15,0.5,0.2189,0.8693
13,10,baseline,16375034.09,0.6,0.2189,0.8693
13,10,null,16554442.31,0.5,0.2189,0.8693
13,10,always,16981367.45,0.4,0.2189,0.8693
13,10,pass,16407837.09,0.3,0.2189,0.8693
13,10,passnop,16356197.00,0.8,0.2189,0.8693
13,10,baseline2,16490003.23,0.2,0.2189,0.8693
13,25,pub_base,14749615.38,0.4,0.2189,0.8693
13,25,pub_always,16437157.08,1.2,0.2189,0.8693
13,25,baseline,18142197.00,0.3,0.2189,0.8693
13,25,null,18042633.40,0.1,0.2189,0.8693
13,25,always,18645383.30,0.4,0.2189,0.8693
13,25,pass,18725556.82,0.2,0.2189,0.8693
13,25,passnop,18333012.50,0.3,0.2189,0.8693
13,25,baseline2,18174756.92,0.4,0.2189,0.8693
13,50,pub_base,14959755.93,0.6,0.2189,0.8693
13,50,pub_always,15683022.38,1.3,0.2189,0.8693
13,50,baseline,20892953.67,0.3,0.2189,0.8693
13,50,null,20969717.56,0.5,0.2189,0.8693
13,50,always,22606921.88,0.9,0.2189,0.8693
13,50,pass,21600310.11,0.2,0.2189,0.8693
13,50,passnop,21472112.50,0.4,0.2189,0.8693
13,50,baseline2,20950425.00,0.2,0.2189,0.8693
13,100,pub_base,15017869.00,0.6,0.2189,0.8693
13,100,pub_always,15714294.92,0.5,0.2189,0.8693
13,100,baseline,27522726.14,0.5,0.2189,0.8693
13,100,null,27136261.86,0.3,0.2189,0.8693
13,100,always,28447232.14,1.4,0.2189,0.8693
13,100,pass,28450604.12,0.3,0.2189,0.8693
13,100,passnop,27254315.43,0.6,0.2189,0.8693
13,100,baseline2,27380145.88,0.5,0.2189,0.8693
13,200,pub_base,15486288.46,0.6,0.2189,0.8693
13,200,pub_always,15687503.23,0.3,0.2189,0.8693
13,200,baseline,39237616.60,0.3,0.2189,0.8693
13,200,null,39373550.00,0.5,0.2189,0.8693
13,200,always,41248650.00,0.6,0.2189,0.8693
13,200,pass,41595900.00,0.8,0.2189,0.8693
13,200,passnop,39600383.20,0.5,0.2189,0.8693
13,200,baseline2,39349725.00,0.4,0.2189,0.8693
13,400,pub_base,16471299.18,0.7,0.2189,0.8693
13,400,pub_always,16237857.67,0.4,0.2189,0.8693
13,400,baseline,63064875.00,0.3,0.2189,0.8693
13,400,null,63259166.67,0.5,0.2189,0.8693
13,400,always,65281958.33,0.3,0.2189,0.8693
13,400,pass,66545263.67,0.3,0.2189,0.8693
13,400,passnop,62760291.67,0.4,0.2189,0.8693
13,400,baseline2,63239597.33,0.6,0.2189,0.8693
14,1,pub_always,14930589.29,0.4,0.2179,0.8699
14,1,baseline,15113750.00,0.2,0.2179,0.8699
14,1,null,15122701.42,0.7,0.2179,0.8699
14,1,always,16212615.38,0.6,0.2179,0.8699
14,1,pass,15076142.86,0.3,0.2179,0.8699
14,1,passnop,15518767.86,0.7,0.2179,0.8699
14,1,baseline2,15037493.08,0.5,0.2179,0.8699
14,1,pub_base,14623166.69,0.6,0.2179,0.8699
14,4,pub_always,15200173.58,0.3,0.2179,0.8699
14,4,baseline,16133551.31,0.7,0.2179,0.8699
14,4,null,15458910.71,0.6,0.2179,0.8699
14,4,always,16442496.27,0.5,0.2179,0.8699
14,4,pass,15997974.31,0.4,0.2179,0.8699
14,4,passnop,15707993.54,0.3,0.2179,0.8699
14,4,baseline2,15538006.46,0.3,0.2179,0.8699
14,4,pub_base,14872309.08,0.4,0.2179,0.8699
14,10,pub_always,15092467.92,0.1,0.2179,0.8699
14,10,baseline,16377781.25,0.2,0.2179,0.8699
14,10,null,16504856.00,0.5,0.2179,0.8699
14,10,always,17259500.00,1.0,0.2179,0.8699
14,10,pass,16529309.08,0.2,0.2179,0.8699
14,10,passnop,16345704.92,0.7,0.2179,0.8699
14,10,baseline2,16179368.08,0.5,0.2179,0.8699
14,10,pub_base,14650627.93,0.3,0.2179,0.8699
14,25,pub_always,15164349.31,0.8,0.2179,0.8699
14,25,baseline,18706200.82,0.5,0.2179,0.8699
14,25,null,18112743.00,0.5,0.2179,0.8699
14,25,always,19685967.67,0.5,0.2179,0.8699
14,25,pass,18164128.73,0.4,0.2179,0.8699
14,25,passnop,18469818.18,0.7,0.2179,0.8699
14,25,baseline2,18492354.10,1.0,0.2179,0.8699
14,25,pub_base,14986333.36,0.3,0.2179,0.8699
14,50,pub_always,15861816.00,0.7,0.2179,0.8699
14,50,baseline,21428408.30,1.0,0.2179,0.8699
14,50,null,21167283.30,0.3,0.2179,0.8699
14,50,always,21958546.33,0.7,0.2179,0.8699
14,50,pass,21753157.44,0.3,0.2179,0.8699
14,50,passnop,21685939.78,0.2,0.2179,0.8699
14,50,baseline2,20949416.67,0.3,0.2179,0.8699
14,50,pub_base,14836651.79,0.4,0.2179,0.8699
14,100,pub_always,15689232.58,1.2,0.2179,0.8699
14,100,baseline,27470406.25,0.4,0.2179,0.8699
14,100,null,26979432.38,0.4,0.2179,0.8699
14,100,always,28301672.57,0.7,0.2179,0.8699
14,100,pass,28210500.00,0.5,0.2179,0.8699
14,100,passnop,27195482.14,0.2,0.2179,0.8699
14,100,baseline2,27126345.29,0.4,0.2179,0.8699
14,100,pub_base,15296330.08,0.9,0.2179,0.8699
14,200,pub_always,16016875.00,0.5,0.2179,0.8699
14,200,baseline,39478708.20,0.2,0.2179,0.8699
14,200,null,39105166.60,0.7,0.2179,0.8699
14,200,always,40834950.00,0.8,0.2179,0.8699
14,200,pass,41387708.20,0.7,0.2179,0.8699
14,200,passnop,39298741.80,0.6,0.2179,0.8699
14,200,baseline2,38977616.60,0.5,0.2179,0.8699
14,200,pub_base,15749291.67,0.5,0.2179,0.8699
14,400,pub_always,16460919.92,0.4,0.2179,0.8699
14,400,baseline,64210791.67,0.6,0.2179,0.8699
14,400,null,62792653.00,0.3,0.2179,0.8699
14,400,always,65775264.00,0.1,0.2179,0.8699
14,400,pass,67675916.67,0.3,0.2179,0.8699
14,400,passnop,62722986.00,0.1,0.2179,0.8699
14,400,baseline2,63161000.00,0.1,0.2179,0.8699
14,400,pub_base,15460310.92,0.3,0.2179,0.8699
15,1,baseline,15017404.71,0.3,0.2186,0.8691
15,1,null,15039934.00,0.3,0.2186,0.8691
15,1,always,15549503.23,0.6,0.2186,0.8691
15,1,pass,15192927.08,0.4,0.2186,0.8691
15,1,passnop,15101803.57,0.2,0.2186,0.8691
15,1,baseline2,15121426.31,0.2,0.2186,0.8691
15,1,pub_base,14536596.15,0.4,0.2186,0.8691
15,1,pub_always,15192888.92,0.4,0.2186,0.8691
15,4,baseline,15479270.83,0.8,0.2186,0.8691
15,4,null,15402256.38,0.5,0.2186,0.8691
15,4,always,16111132.00,1.1,0.2186,0.8691
15,4,pass,15735005.93,1.0,0.2186,0.8691
15,4,passnop,15553272.38,0.7,0.2186,0.8691
15,4,baseline2,15429169.92,0.3,0.2186,0.8691
15,4,pub_base,14419321.43,0.4,0.2186,0.8691
15,4,pub_always,15021241.07,0.4,0.2186,0.8691
15,10,baseline,16192448.69,0.4,0.2186,0.8691
15,10,null,16194951.92,0.4,0.2186,0.8691
15,10,always,17492194.42,0.6,0.2186,0.8691
15,10,pass,16270746.27,0.4,0.2186,0.8691
15,10,passnop,16266826.33,0.8,0.2186,0.8691
15,10,baseline2,16627299.18,0.7,0.2186,0.8691
15,10,pub_base,14447083.36,0.4,0.2186,0.8691
15,10,pub_always,15044196.43,0.5,0.2186,0.8691
15,25,baseline,18377718.75,0.5,0.2186,0.8691
15,25,null,18367038.25,0.3,0.2186,0.8691
15,25,always,18843469.64,0.6,0.2186,0.8691
15,25,pass,18242136.36,0.2,0.2186,0.8691
15,25,passnop,18331670.80,0.2,0.2186,0.8691
15,25,baseline2,18446295.45,0.5,0.2186,0.8691
15,25,pub_base,15366190.92,0.4,0.2186,0.8691
15,25,pub_always,16023923.58,0.2,0.2186,0.8691
15,50,baseline,21709870.80,0.6,0.2186,0.8691
15,50,null,21412361.11,0.2,0.2186,0.8691
15,50,always,22076369.88,0.6,0.2186,0.8691
15,50,pass,22165865.67,0.5,0.2186,0.8691
15,50,passnop,21100421.33,0.4,0.2186,0.8691
15,50,baseline2,21262720.80,0.4,0.2186,0.8691
15,50,pub_base,14694474.31,0.3,0.2186,0.8691
15,50,pub_always,15121458.36,0.2,0.2186,0.8691
15,100,baseline,27408756.00,0.4,0.2186,0.8691
15,100,null,27453071.43,0.9,0.2186,0.8691
15,100,always,28486958.43,0.2,0.2186,0.8691
15,100,pass,28287696.43,0.3,0.2186,0.8691
15,100,passnop,27242267.86,0.2,0.2186,0.8691
15,100,baseline2,27337702.29,0.5,0.2186,0.8691
15,100,pub_base,15396269.23,0.8,0.2186,0.8691
15,100,pub_always,15334857.67,1.1,0.2186,0.8691
15,200,baseline,39781258.20,0.5,0.2186,0.8691
15,200,null,39058625.00,0.6,0.2186,0.8691
15,200,always,40725433.20,0.7,0.2186,0.8691
15,200,pass,41407550.00,0.3,0.2186,0.8691
15,200,passnop,39054900.00,0.3,0.2186,0.8691
15,200,baseline2,38995900.00,0.2,0.2186,0.8691
15,200,pub_base,15159497.00,0.2,0.2186,0.8691
15,200,pub_always,15706833.38,0.5,0.2186,0.8691
15,400,baseline,67562986.00,0.4,0.2186,0.8691
15,400,null,63574666.67,0.5,0.2186,0.8691
15,400,always,66597319.33,0.4,0.2186,0.8691
15,400,pass,67166347.33,0.2,0.2186,0.8691
15,400,passnop,63411347.33,0.5,0.2186,0.8691
15,400,baseline2,63085055.67,0.5,0.2186,0.8691
15,400,pub_base,15673690.92,0.2,0.2186,0.8691
15,400,pub_always,16046187.50,0.5,0.2186,0.8691
16,1,null,15015413.17,0.3,0.2192,0.8701
16,1,always,15587923.67,0.6,0.2192,0.8701
16,1,pass,15984861.08,0.5,0.2192,0.8701
16,1,passnop,15376461.29,0.3,0.2192,0.8701
16,1,baseline2,15117291.69,0.5,0.2192,0.8701
16,1,pub_base,14513519.23,0.4,0.2192,0.8701
16,1,pub_always,15235977.62,0.4,0.2192,0.8701
16,1,baseline,15831137.85,1.2,0.2192,0.8701
16,4,null,15514882.00,0.3,0.2192,0.8701
16,4,always,16026003.23,0.7,0.2192,0.8701
16,4,pass,15576802.08,0.6,0.2192,0.8701
16,4,passnop,16001387.77,0.7,0.2192,0.8701
16,4,baseline2,15639270.79,0.6,0.2192,0.8701
16,4,pub_base,14676119.07,0.6,0.2192,0.8701
16,4,pub_always,15341005.93,0.6,0.2192,0.8701
16,4,baseline,15489097.25,0.3,0.2192,0.8701
16,10,null,16084559.00,0.2,0.2192,0.8701
16,10,always,16943899.25,0.6,0.2192,0.8701
16,10,pass,16441442.31,0.4,0.2192,0.8701
16,10,passnop,16594734.91,1.2,0.2192,0.8701
16,10,baseline2,16805609.91,0.2,0.2192,0.8701
16,10,pub_base,14742881.92,0.2,0.2192,0.8701
16,10,pub_always,15425342.29,0.8,0.2192,0.8701
16,10,baseline,16512506.38,0.6,0.2192,0.8701
16,25,null,18593079.55,0.3,0.2192,0.8701
