K,offset,arm,cfg,rc,iter,warmup,targets,cycles,numInsts,simInsts,ipc,ditSuppressed,ditSwitches,commitNonSpecStalls,checksum,wall_s
100,1,taint,spec,0,1,1,1,64684374.0,155225874.0,155215724.0,2.399743,15444683.0,13898.0,27314.0,838475296,2871.5
100,2,base,serdit,0,1,1,1,65244544.0,155211976.0,155201826.0,2.378927,0.0,0.0,27314.0,838475296,3110.8
100,2,base,spec,0,1,1,1,65244544.0,155211976.0,155201826.0,2.378927,0.0,0.0,27314.0,838475296,3241.3
100,2,blanket,serdit,0,1,1,1,67015904.0,155211976.0,155201826.0,2.316047,36005132.0,0.0,27314.0,838475296,2496.6
100,2,blanket,spec,0,1,1,1,67015904.0,155211976.0,155201826.0,2.316047,36005132.0,0.0,27314.0,838475296,2488.4
100,2,taint,serdit,0,1,1,1,65185782.0,155225874.0,155215724.0,2.381284,15448580.0,13898.0,41212.0,838475296,2601.6
100,2,taint,spec,0,1,1,1,64704965.0,155225874.0,155215724.0,2.398979,15420157.0,13898.0,27314.0,838475296,2609.9
100,3,base,serdit,0,1,1,1,65175300.0,155211976.0,155201826.0,2.381454,0.0,0.0,27314.0,838475296,3068.1
100,3,base,spec,0,1,1,1,65175300.0,155211976.0,155201826.0,2.381454,0.0,0.0,27314.0,838475296,2873.1
100,3,blanket,serdit,0,1,1,1,66982733.0,155211976.0,155201826.0,2.317194,36012048.0,0.0,27314.0,838475296,2577.7
100,3,blanket,spec,0,1,1,1,66982733.0,155211976.0,155201826.0,2.317194,36012048.0,0.0,27314.0,838475296,2624.5
100,3,taint,serdit,0,1,1,1,65046214.0,155225874.0,155215724.0,2.386394,15640708.0,13898.0,41212.0,838475296,2515.7
100,3,taint,spec,0,1,1,1,64572625.0,155225874.0,155215724.0,2.403896,15718635.0,13898.0,27314.0,838475296,2937.5
100,4,base,serdit,0,1,1,1,65210452.0,155211976.0,155201826.0,2.38017,0.0,0.0,27314.0,838475296,2872.2
100,4,base,spec,0,1,1,1,65210452.0,155211976.0,155201826.0,2.38017,0.0,0.0,27314.0,838475296,2613.4
100,4,blanket,serdit,0,1,1,1,67029464.0,155211976.0,155201826.0,2.315578,36157857.0,0.0,27314.0,838475296,2866.7
100,4,blanket,spec,0,1,1,1,67029464.0,155211976.0,155201826.0,2.315578,36157857.0,0.0,27314.0,838475296,2396.9
100,4,taint,serdit,0,1,1,1,65048822.0,155225874.0,155215724.0,2.386298,15642903.0,13898.0,41212.0,838475296,3045.1
