K,f_secret_pct,base_cycles,C_public_pct,C_whole_pct,pass_vs_base_spec_pct,pass_vs_blanket_spec_pct,pass_vs_blanket_spec_min,pass_vs_blanket_spec_max,pass_vs_base_serdit_pct,pass_vs_blanket_serdit_pct,pass_vs_blanket_serdit_min,pass_vs_blanket_serdit_max,switch_cost_pct,spread_max_pct
0,0.0,29883476.0,7.041493432691692,7.041493432691692,0.1370824464998588,-6.450219223196251,-6.549887415765909,-6.149281262317596,0.26929932782919774,-6.326699943812808,-6.455372739636555,-6.157724319178238,0.13203588331023308,0.7080331369362147
1,1.3890742761775376,30304427.0,7.041493432691692,6.439389202112289,-0.4373156436846659,-6.460676726300196,-6.618113306068696,-6.393014575000933,-0.40559420575746463,-6.430874377597339,-6.534697662259448,-6.123795168051238,0.031860770058877996,0.8053237712565497
4,3.7760016475959945,31056157.0,7.041493432691692,6.528071068162111,-0.2410536500056959,-6.35431079366543,-6.415732770869909,-6.290223372922399,-0.21012258535401118,-6.325275193619784,-6.569660118715104,-6.270858879508811,0.031005805277017906,0.4509489943758105
10,10.38882080037764,33347933.0,7.041493432691692,5.926304337963018,-0.2852140790855051,-5.86399993454918,-5.9688782851681,-5.813233085627079,-0.19096835776898358,-5.775027018987222,-5.966834219408323,-5.692236827902253,0.09451529223687416,0.6884417022088307
25,22.433238568228077,38526136.0,7.041493432691692,5.14196129090132,-0.22589340389599366,-5.105340083913612,-5.172876334008814,-4.975302036601514,0.20681544601306445,-4.693792834274757,-4.928247825969423,-4.653129602552752,0.4336885236775112,0.36139524958573865
50,37.04306412928603,47466535.0,7.041493432691692,3.934156980280945,-0.22069864589863153,-3.9975843812038336,-4.096970076228212,-3.9231088325531682,0.3015598252537277,-3.4950946450803655,-3.822048814262302,-3.437280828301037,0.5234136379637988,0.5939323285023557
100,54.15823008271789,65188312.0,7.041493432691692,2.6839412562178255,-0.1726904663523099,-2.7819654053229725,-3.1963149501729404,-2.724051436098107,0.6458933926682953,-1.9847775987329674,-2.2301538238558627,-1.9024155616709781,0.8199999207077813,0.9346341316311957
200,70.52745904902858,101394298.0,7.041493432691692,1.1874543477780275,-0.5282959797206721,-1.695615665556438,-2.3958993437245724,-1.5846421016549095,0.408332626357355,-0.769978577327235,-0.8879058151062602,-0.5626878084223796,0.9416030571740119,1.0715012802710255
400,83.02201790411988,176013120.0,7.041493432691692,0.44954546570163956,-0.45948733821660204,-0.904964576697509,-1.4476705035216364,-0.5704943783588989,0.7358883246885162,0.28506137848542945,-0.06379423441769116,0.5229594657369718,1.2008936170207818,1.168266930623707
