rep,arm,total_s,raw_sign_s,secret_frac,checksum,probe_const_off,probe_const_on
27,baseline,3.159605,0.288461,9.1297,10527241102943389473,0.2196,0.8694
27,null,3.176091,0.288812,9.0933,10527241102943389473,0.2196,0.8694
28,oracle,3.214171,0.307659,9.5719,10527241102943389473,0.2200,0.8699
28,pass_hoist,3.510428,0.418072,11.9094,10527241102943389473,0.2200,0.8699
28,pass_clone,3.342120,0.317965,9.5139,10527241102943389473,0.2200,0.8699
28,baseline2,3.142939,0.288516,9.1798,10527241102943389473,0.2200,0.8699
28,baseline,3.193935,0.289039,9.0496,10527241102943389473,0.2200,0.8699
28,null,3.179840,0.288630,9.0769,10527241102943389473,0.2200,0.8699
28,always,3.254363,0.307932,9.4621,10527241102943389473,0.2200,0.8699
29,pass_hoist,3.542058,0.417997,11.8010,10527241102943389473,0.2259,0.8696
29,pass_clone,3.326522,0.317485,9.5441,10527241102943389473,0.2259,0.8696
29,baseline2,3.150643,0.288968,9.1717,10527241102943389473,0.2259,0.8696
29,baseline,3.188162,0.288572,9.0514,10527241102943389473,0.2259,0.8696
29,null,3.173345,0.288445,9.0896,10527241102943389473,0.2259,0.8696
29,always,3.246086,0.307345,9.4682,10527241102943389473,0.2259,0.8696
29,oracle,3.218215,0.307159,9.5444,10527241102943389473,0.2259,0.8696
30,pass_clone,3.335836,0.317062,9.5047,10527241102943389473,0.2236,0.8696
30,baseline2,3.147029,0.288268,9.1600,10527241102943389473,0.2236,0.8696
30,baseline,3.167906,0.288142,9.0957,10527241102943389473,0.2236,0.8696
30,null,3.141565,0.288868,9.1950,10527241102943389473,0.2236,0.8696
30,always,3.223978,0.307702,9.5442,10527241102943389473,0.2236,0.8696
30,oracle,3.206078,0.307149,9.5802,10527241102943389473,0.2236,0.8696
30,pass_hoist,3.514301,0.417644,11.8841,10527241102943389473,0.2236,0.8696
31,baseline2,3.159651,0.288806,9.1404,10527241102943389473,0.2196,0.8685
31,baseline,3.150392,0.287889,9.1382,10527241102943389473,0.2196,0.8685
31,null,3.144849,0.288560,9.1756,10527241102943389473,0.2196,0.8685
31,always,3.266254,0.308139,9.4340,10527241102943389473,0.2196,0.8685
31,oracle,3.237764,0.306757,9.4743,10527241102943389473,0.2196,0.8685
31,pass_hoist,3.528026,0.418155,11.8524,10527241102943389473,0.2196,0.8685
31,pass_clone,3.329182,0.317367,9.5329,10527241102943389473,0.2196,0.8685
32,baseline,3.163902,0.288398,9.1152,10527241102943389473,0.2193,0.8691
32,null,3.167842,0.288341,9.1021,10527241102943389473,0.2193,0.8691
32,always,3.251687,0.307516,9.4571,10527241102943389473,0.2193,0.8691
32,oracle,3.218632,0.307844,9.5644,10527241102943389473,0.2193,0.8691
32,pass_hoist,3.513147,0.417071,11.8717,10527241102943389473,0.2193,0.8691
32,pass_clone,3.326386,0.316626,9.5186,10527241102943389473,0.2193,0.8691
32,baseline2,3.167009,0.288773,9.1182,10527241102943389473,0.2193,0.8691
33,null,3.177512,0.288506,9.0796,10527241102943389473,0.2201,0.8715
33,always,3.266245,0.307604,9.4177,10527241102943389473,0.2201,0.8715
33,oracle,3.225398,0.307594,9.5366,10527241102943389473,0.2201,0.8715
33,pass_hoist,3.520706,0.418727,11.8933,10527241102943389473,0.2201,0.8715
33,pass_clone,3.315656,0.317204,9.5668,10527241102943389473,0.2201,0.8715
33,baseline2,3.187687,0.288907,9.0632,10527241102943389473,0.2201,0.8715
33,baseline,3.167689,0.289210,9.1300,10527241102943389473,0.2201,0.8715
34,always,3.263634,0.307987,9.4369,10527241102943389473,0.2232,0.8697
34,oracle,3.322481,0.312506,9.4058,10527241102943389473,0.2232,0.8697
34,pass_hoist,3.536298,0.419677,11.8677,10527241102943389473,0.2232,0.8697
34,pass_clone,3.346955,0.317404,9.4834,10527241102943389473,0.2232,0.8697
34,baseline2,3.153386,0.288734,9.1563,10527241102943389473,0.2232,0.8697
34,baseline,3.181413,0.289122,9.0878,10527241102943389473,0.2232,0.8697
34,null,3.162581,0.288364,9.1180,10527241102943389473,0.2232,0.8697
35,oracle,3.229051,0.308058,9.5402,10527241102943389473,0.2241,0.8698
35,pass_hoist,3.521059,0.418544,11.8869,10527241102943389473,0.2241,0.8698
35,pass_clone,3.324234,0.317781,9.5595,10527241102943389473,0.2241,0.8698
35,baseline2,3.171665,0.288691,9.1022,10527241102943389473,0.2241,0.8698
35,baseline,3.159411,0.288512,9.1318,10527241102943389473,0.2241,0.8698
35,null,3.168878,0.288842,9.1150,10527241102943389473,0.2241,0.8698
35,always,3.262158,0.308049,9.4431,10527241102943389473,0.2241,0.8698
36,pass_hoist,3.511335,0.419042,11.9340,10527241102943389473,0.2203,0.8699
36,pass_clone,3.339096,0.317122,9.4972,10527241102943389473,0.2203,0.8699
36,baseline2,3.170476,0.288656,9.1045,10527241102943389473,0.2203,0.8699
36,baseline,3.174628,0.289356,9.1146,10527241102943389473,0.2203,0.8699
36,null,3.140563,0.288050,9.1719,10527241102943389473,0.2203,0.8699
36,always,3.240987,0.308325,9.5133,10527241102943389473,0.2203,0.8699
36,oracle,3.225391,0.309500,9.5957,10527241102943389473,0.2203,0.8699
37,pass_clone,3.330060,0.316172,9.4945,10527241102943389473,0.2214,0.8745
37,baseline2,3.147623,0.288747,9.1735,10527241102943389473,0.2214,0.8745
37,baseline,3.168993,0.288798,9.1133,10527241102943389473,0.2214,0.8745
37,null,3.194079,0.288584,9.0350,10527241102943389473,0.2214,0.8745
37,always,3.262126,0.307521,9.4270,10527241102943389473,0.2214,0.8745
37,oracle,3.208957,0.308463,9.6126,10527241102943389473,0.2214,0.8745
37,pass_hoist,3.536072,0.419179,11.8544,10527241102943389473,0.2214,0.8745
38,baseline2,3.164007,0.288762,9.1265,10527241102943389473,0.2245,0.8691
38,baseline,3.171104,0.289656,9.1342,10527241102943389473,0.2245,0.8691
38,null,3.180914,0.288621,9.0735,10527241102943389473,0.2245,0.8691
38,always,3.257432,0.308036,9.4564,10527241102943389473,0.2245,0.8691
38,oracle,3.235689,0.307880,9.5151,10527241102943389473,0.2245,0.8691
38,pass_hoist,3.530738,0.419833,11.8908,10527241102943389473,0.2245,0.8691
38,pass_clone,3.338012,0.317672,9.5168,10527241102943389473,0.2245,0.8691
39,baseline,3.165422,0.288672,9.1195,10527241102943389473,0.2186,0.8681
39,null,3.170794,0.289343,9.1252,10527241102943389473,0.2186,0.8681
39,always,3.247232,0.308549,9.5019,10527241102943389473,0.2186,0.8681
39,oracle,3.238892,0.308010,9.5097,10527241102943389473,0.2186,0.8681
39,pass_hoist,3.517591,0.419487,11.9254,10527241102943389473,0.2186,0.8681
39,pass_clone,3.354010,0.317622,9.4699,10527241102943389473,0.2186,0.8681
39,baseline2,3.167326,0.289182,9.1302,10527241102943389473,0.2186,0.8681
