rep,arm,total_s,raw_sign_s,secret_frac,checksum,probe_const_off,probe_const_on
40,pass_region,3.572651,0.430684,12.0550,10527241102943389473,0.2220,0.8694
40,pass_hoist,3.499893,0.418677,11.9626,10527241102943389473,0.2220,0.8694
40,baseline2,3.173446,0.288197,9.0815,10527241102943389473,0.2220,0.8694
40,baseline,3.159136,0.287455,9.0992,10527241102943389473,0.2220,0.8694
41,always,3.234097,0.307991,9.5232,10527241102943389473,0.2225,0.8709
41,oracle,3.198273,0.307986,9.6297,10527241102943389473,0.2225,0.8709
41,pass_region,3.566828,0.430663,12.0741,10527241102943389473,0.2225,0.8709
41,pass_hoist,3.524260,0.419522,11.9038,10527241102943389473,0.2225,0.8709
41,baseline2,3.173207,0.288759,9.0999,10527241102943389473,0.2225,0.8709
41,baseline,3.162966,0.288176,9.1109,10527241102943389473,0.2225,0.8709
41,null,3.173208,0.288260,9.0842,10527241102943389473,0.2225,0.8709
42,oracle,3.174655,0.307778,9.6949,10527241102943389473,0.2266,0.8692
42,pass_region,3.575395,0.431013,12.0550,10527241102943389473,0.2266,0.8692
42,pass_hoist,3.508597,0.419758,11.9637,10527241102943389473,0.2266,0.8692
42,baseline2,3.148601,0.287992,9.1467,10527241102943389473,0.2266,0.8692
42,baseline,3.164279,0.288518,9.1180,10527241102943389473,0.2266,0.8692
42,null,3.186932,0.288559,9.0544,10527241102943389473,0.2266,0.8692
42,always,3.233569,0.307597,9.5126,10527241102943389473,0.2266,0.8692
43,pass_region,3.564732,0.430101,12.0655,10527241102943389473,0.2221,0.8698
43,pass_hoist,3.518414,0.419464,11.9220,10527241102943389473,0.2221,0.8698
43,baseline2,3.167786,0.288623,9.1112,10527241102943389473,0.2221,0.8698
43,baseline,3.167443,0.288362,9.1040,10527241102943389473,0.2221,0.8698
43,null,3.160369,0.289150,9.1493,10527241102943389473,0.2221,0.8698
43,always,3.253227,0.307958,9.4662,10527241102943389473,0.2221,0.8698
43,oracle,3.173064,0.308089,9.7095,10527241102943389473,0.2221,0.8698
44,pass_hoist,3.519756,0.419367,11.9147,10527241102943389473,0.2229,0.8695
44,baseline2,3.161084,0.287594,9.0980,10527241102943389473,0.2229,0.8695
44,baseline,3.154666,0.288735,9.1526,10527241102943389473,0.2229,0.8695
44,null,3.167971,0.288001,9.0910,10527241102943389473,0.2229,0.8695
44,always,3.262292,0.307901,9.4382,10527241102943389473,0.2229,0.8695
44,oracle,3.183184,0.308932,9.7051,10527241102943389473,0.2229,0.8695
44,pass_region,3.565713,0.432173,12.1202,10527241102943389473,0.2229,0.8695
45,baseline2,3.167949,0.288569,9.1090,10527241102943389473,0.2218,0.8700
45,baseline,3.171937,0.287893,9.0762,10527241102943389473,0.2218,0.8700
45,null,3.170016,0.289391,9.1290,10527241102943389473,0.2218,0.8700
45,always,3.253656,0.307684,9.4566,10527241102943389473,0.2218,0.8700
45,oracle,3.197704,0.307511,9.6166,10527241102943389473,0.2218,0.8700
45,pass_region,3.563274,0.431177,12.1006,10527241102943389473,0.2218,0.8700
45,pass_hoist,3.528257,0.419034,11.8765,10527241102943389473,0.2218,0.8700
46,baseline,3.160619,0.288178,9.1178,10527241102943389473,0.2201,0.8697
46,null,3.166707,0.288219,9.1015,10527241102943389473,0.2201,0.8697
46,always,3.270597,0.307599,9.4050,10527241102943389473,0.2201,0.8697
46,oracle,3.180854,0.308605,9.7020,10527241102943389473,0.2201,0.8697
46,pass_region,3.594058,0.431216,11.9980,10527241102943389473,0.2201,0.8697
46,pass_hoist,3.514483,0.419020,11.9227,10527241102943389473,0.2201,0.8697
46,baseline2,3.179495,0.288778,9.0825,10527241102943389473,0.2201,0.8697
47,null,3.275570,0.293036,8.9461,10527241102943389473,0.2240,0.8688
47,always,3.263061,0.307684,9.4293,10527241102943389473,0.2240,0.8688
47,oracle,3.171024,0.308035,9.7141,10527241102943389473,0.2240,0.8688
47,pass_region,3.576133,0.431223,12.0583,10527241102943389473,0.2240,0.8688
47,pass_hoist,3.508258,0.419661,11.9621,10527241102943389473,0.2240,0.8688
47,baseline2,3.162597,0.287961,9.1052,10527241102943389473,0.2240,0.8688
47,baseline,3.152559,0.288983,9.1666,10527241102943389473,0.2240,0.8688
48,always,3.248790,0.307517,9.4656,10527241102943389473,0.2249,0.8691
48,oracle,3.176708,0.307897,9.6923,10527241102943389473,0.2249,0.8691
48,pass_region,3.587998,0.431770,12.0337,10527241102943389473,0.2249,0.8691
48,pass_hoist,3.535347,0.420922,11.9061,10527241102943389473,0.2249,0.8691
48,baseline2,3.167175,0.289043,9.1262,10527241102943389473,0.2249,0.8691
48,baseline,3.183446,0.289961,9.1084,10527241102943389473,0.2249,0.8691
48,null,3.168974,0.290354,9.1624,10527241102943389473,0.2249,0.8691
49,oracle,3.187784,0.308032,9.6629,10527241102943389473,0.2226,0.8706
49,pass_region,3.561811,0.431413,12.1122,10527241102943389473,0.2226,0.8706
49,pass_hoist,3.523704,0.418715,11.8828,10527241102943389473,0.2226,0.8706
49,baseline2,3.168449,0.288827,9.1157,10527241102943389473,0.2226,0.8706
49,baseline,3.152608,0.288292,9.1446,10527241102943389473,0.2226,0.8706
49,null,3.146480,0.288071,9.1554,10527241102943389473,0.2226,0.8706
49,always,3.254391,0.307777,9.4573,10527241102943389473,0.2226,0.8706
