rep,arm,total_s,raw_sign_s,secret_frac,checksum,probe_const_off,probe_const_on
41,oracle,3.150960,0.308090,9.7776,10527241102943389473,0.2205,0.8699
41,pass_region,3.558130,0.425538,11.9596,10527241102943389473,0.2205,0.8699
41,pass_hoist,3.494322,0.415031,11.8773,10527241102943389473,0.2205,0.8699
41,baseline2,3.162960,0.287646,9.0942,10527241102943389473,0.2205,0.8699
41,baseline,3.143396,0.287598,9.1493,10527241102943389473,0.2205,0.8699
41,null,3.180906,0.287988,9.0536,10527241102943389473,0.2205,0.8699
42,oracle,3.166313,0.307645,9.7162,10527241102943389473,0.2178,0.8694
42,pass_region,3.563384,0.425978,11.9543,10527241102943389473,0.2178,0.8694
42,pass_hoist,3.499583,0.415413,11.8704,10527241102943389473,0.2178,0.8694
42,baseline2,3.183730,0.288986,9.0769,10527241102943389473,0.2178,0.8694
42,baseline,3.156416,0.287755,9.1165,10527241102943389473,0.2178,0.8694
42,null,3.172503,0.287472,9.0614,10527241102943389473,0.2178,0.8694
42,always,3.248712,0.306825,9.4445,10527241102943389473,0.2178,0.8694
43,pass_region,3.574862,0.425407,11.9000,10527241102943389473,0.2194,0.8689
43,pass_hoist,3.512250,0.415921,11.8420,10527241102943389473,0.2194,0.8689
43,baseline2,3.155037,0.288310,9.1381,10527241102943389473,0.2194,0.8689
43,baseline,3.148172,0.287660,9.1374,10527241102943389473,0.2194,0.8689
43,null,3.165269,0.288075,9.1011,10527241102943389473,0.2194,0.8689
43,always,3.235042,0.306884,9.4863,10527241102943389473,0.2194,0.8689
43,oracle,3.138200,0.307655,9.8035,10527241102943389473,0.2194,0.8689
44,pass_hoist,3.499366,0.414336,11.8403,10527241102943389473,0.2192,0.8692
44,baseline2,3.145705,0.287626,9.1435,10527241102943389473,0.2192,0.8692
44,baseline,3.152913,0.287302,9.1123,10527241102943389473,0.2192,0.8692
44,null,3.157055,0.288043,9.1238,10527241102943389473,0.2192,0.8692
44,always,3.232428,0.307266,9.5057,10527241102943389473,0.2192,0.8692
44,oracle,3.147574,0.306960,9.7523,10527241102943389473,0.2192,0.8692
44,pass_region,3.544772,0.426452,12.0304,10527241102943389473,0.2192,0.8692
45,baseline2,3.161061,0.288140,9.1153,10527241102943389473,0.2184,0.8743
45,baseline,3.173252,0.287784,9.0691,10527241102943389473,0.2184,0.8743
45,null,3.171923,0.287825,9.0742,10527241102943389473,0.2184,0.8743
45,always,3.231384,0.306747,9.4928,10527241102943389473,0.2184,0.8743
45,oracle,3.150860,0.307761,9.7675,10527241102943389473,0.2184,0.8743
45,pass_region,3.556132,0.425958,11.9781,10527241102943389473,0.2184,0.8743
45,pass_hoist,3.500413,0.415018,11.8563,10527241102943389473,0.2184,0.8743
46,baseline,3.147250,0.287700,9.1413,10527241102943389473,0.2180,0.8689
46,null,3.149194,0.288259,9.1534,10527241102943389473,0.2180,0.8689
46,always,3.238229,0.307005,9.4807,10527241102943389473,0.2180,0.8689
46,oracle,3.148506,0.307882,9.7787,10527241102943389473,0.2180,0.8689
46,pass_region,3.560641,0.426726,11.9845,10527241102943389473,0.2180,0.8689
46,pass_hoist,3.500792,0.414240,11.8328,10527241102943389473,0.2180,0.8689
46,baseline2,3.185959,0.288233,9.0470,10527241102943389473,0.2180,0.8689
47,null,3.174271,0.288592,9.0916,10527241102943389473,0.2175,0.8693
47,always,3.232149,0.307503,9.5139,10527241102943389473,0.2175,0.8693
47,oracle,3.168003,0.307442,9.7046,10527241102943389473,0.2175,0.8693
47,pass_region,3.550265,0.426528,12.0140,10527241102943389473,0.2175,0.8693
47,pass_hoist,3.507589,0.414657,11.8217,10527241102943389473,0.2175,0.8693
47,baseline2,3.160829,0.288477,9.1266,10527241102943389473,0.2175,0.8693
47,baseline,3.144949,0.287933,9.1554,10527241102943389473,0.2175,0.8693
48,always,3.216881,0.307101,9.5465,10527241102943389473,0.2193,0.8687
48,oracle,3.159711,0.308478,9.7628,10527241102943389473,0.2193,0.8687
48,pass_region,3.535274,0.426507,12.0643,10527241102943389473,0.2193,0.8687
48,pass_hoist,3.503679,0.416320,11.8824,10527241102943389473,0.2193,0.8687
48,baseline2,3.167775,0.288058,9.0934,10527241102943389473,0.2193,0.8687
48,baseline,3.172429,0.287898,9.0750,10527241102943389473,0.2193,0.8687
48,null,3.170793,0.287951,9.0814,10527241102943389473,0.2193,0.8687
49,oracle,3.154444,0.307805,9.7578,10527241102943389473,0.2178,0.8689
49,pass_region,3.567149,0.427427,11.9823,10527241102943389473,0.2178,0.8689
49,pass_hoist,3.482576,0.416460,11.9584,10527241102943389473,0.2178,0.8689
49,baseline2,3.141960,0.288497,9.1821,10527241102943389473,0.2178,0.8689
49,baseline,3.164494,0.287708,9.0918,10527241102943389473,0.2178,0.8689
49,null,3.143106,0.288113,9.1665,10527241102943389473,0.2178,0.8689
49,always,3.233440,0.307166,9.4997,10527241102943389473,0.2178,0.8689
