arm,function,undertaint_ops,sites
null_bracket,mbedtls_ecp_copy,17,5
null_bracket,mbedtls_ecp_gen_key,17,5
null_bracket,mbedtls_ssl_named_group_to_str,16,4
null_bracket,psa_mac_finalize_alg_and_key_validation,16,2
null_bracket,mbedtls_ssl_set_session,15,5
null_bracket,mbedtls_ssl_finish_handshake_msg,14,2
null_bracket,mbedtls_ecp_keypair_free,14,7
null_bracket,main,12,3
null_bracket,mbedtls_ssl_ciphersuite_from_id,12,2
null_bracket,mbedtls_ssl_tls13_derive_application_secrets,12,4
null_bracket,mbedtls_ssl_tls13_compute_resumption_master_secret,12,4
null_bracket,x509_get_uid,12,2
null_bracket,psa_key_derivation_start_hmac,12,2
null_bracket,mbedtls_ssl_setup,11,2
null_bracket,mbedtls_ecp_write_key_ext,11,4
null_bracket,ssl_tls13_parse_new_session_ticket_exts,9,9
null_bracket,x509_get_basic_constraints,9,3
null_bracket,mbedtls_mpi_fill_random,9,3
null_bracket,mbedtls_oid_get_x509_ext_type,9,1
null_bracket,psa_validate_unstructured_key_bit_size,8,2
null_bracket,do_handshake,6,2
null_bracket,mbedtls_ssl_write_version,6,1
null_bracket,mbedtls_ssl_read,6,6
null_bracket,mbedtls_ssl_set_outbound_transform,6,1
null_bracket,mbedtls_ssl_optimize_checksum,6,2
null_bracket,mbedtls_ssl_tls13_crypto_init,6,2
null_bracket,mbedtls_ssl_tls13_handshake_wrapup,6,2
null_bracket,mbedtls_x509_crt_free,6,2
null_bracket,mbedtls_ecp_curve_info_from_grp_id,6,2
null_bracket,ecp_sw_rhs,6,2
null_bracket,mbedtls_pk_ecc_set_group,6,2
null_bracket,mbedtls_pk_ecc_set_pubkey,6,2
null_bracket,pk_use_ecparams,6,2
null_bracket,psa_driver_wrapper_export_public_key,6,2
null_bracket,mbedtls_ecc_group_to_psa,6,2
null_bracket,mbedtls_ecp_get_type,4,1
null_bracket,mbedtls_ecp_point_init,4,2
null_bracket,mbedtls_ecdh_free,4,4
null_bracket,mbedtls_ssl_validate_ciphersuite,3,1
null_bracket,mbedtls_mpi_shift_r,3,1
null_bracket,mbedtls_ecp_gen_privkey,3,1
null_bracket,mbedtls_oid_get_pk_alg,3,1
null_bracket,mbedtls_oid_get_ec_grp,3,1
null_bracket,psa_generate_key,3,1
pass_off,mbedtls_mpi_core_mla,14420459,55
pass_off,mbedtls_mpi_core_sub,13554242,10
pass_off,mbedtls_mpi_cmp_mpi,7622647,31
pass_off,mbedtls_mpi_sub_abs,6509486,66
pass_off,__memset_zva64,4200058,33
pass_off,mbedtls_mpi_core_sub_int,2872349,6
pass_off,mbedtls_mpi_core_cond_swap,2705583,16
pass_off,calloc,2151630,38
pass_off,mbedtls_mpi_core_mul,2015982,20
pass_off,mbedtls_mpi_copy,1900762,36
pass_off,__memcpy_generic,1838952,53
pass_off,mbedtls_mpi_mul_mpi,1677032,64
pass_off,add_sub_mpi,1487117,36
pass_off,free,1407109,23
pass_off,mbedtls_mpi_core_add,1186781,10
pass_off,mbedtls_mpi_safe_cond_swap,779073,62
pass_off,mbedtls_mpi_add_abs,680693,59
pass_off,mbedtls_mpi_core_bitlen,652203,10
pass_off,ecp_mod_p255,648500,19
pass_off,mbedtls_mpi_core_shift_r,630509,27
pass_off,mbedtls_mpi_mul_mod,215648,20
pass_off,mbedtls_mpi_cmp_int,194605,15
pass_off,mbedtls_mpi_gcd,194112,93
pass_off,mbedtls_mpi_bitlen,162754,3
pass_off,mbedtls_zeroize_and_free,138564,4
pass_off,mbedtls_mpi_inv_mod,98524,80
pass_off,explicit_bzero,62032,1
pass_off,ecp_double_add_mxz,38189,42
pass_off,ecp_mul_restartable_internal,31060,55
pass_off,mbedtls_debug_print_msg,27108,12
pass_off,mbedtls_mpi_get_bit,24705,7
pass_off,_int_malloc,23724,357
pass_off,_int_free_chunk,11282,33
pass_off,__libc_calloc2,7759,42
pass_off,mbedtls_mpi_core_random,7442,139
pass_off,mbedtls_mpi_core_lt_ct,7352,41
pass_off,mbedtls_mpi_core_write_le,4598,20
pass_off,mbedtls_mpi_core_read_le,4086,21
pass_off,mbedtls_ssl_print_extension,4034,17
pass_off,mbedtls_mpi_add_mod,3959,11
pass_off,mbedtls_debug_print_buf,2975,10
pass_off,malloc_consolidate,2971,52
pass_off,unlink_chunk.isra.0,2412,22
pass_off,mbedtls_mpi_free,2364,8
pass_off,psa_get_and_lock_key_slot,2350,21
pass_off,mbedtls_mpi_sub_mod,2313,5
pass_off,ecp_mod_p256,2238,220
pass_off,ctr_drbg_update_internal,2220,25
pass_off,mbedtls_mpi_set_bit,2140,33
pass_off,mbedtls_mpi_lset,2088,14
pass_off,mbedtls_ssl_print_extensions,1941,16
pass_off,mbedtls_ctr_drbg_random_with_add,1798,20
pass_off,mbedtls_mpi_core_shift_l,1607,30
pass_off,mbedtls_asn1_get_tag,1560,17
pass_off,psa_hash_finish,1522,9
pass_off,mbedtls_mpi_shift_l,1170,31
pass_off,mbedtls_ssl_write_record,1148,61
pass_off,psa_key_derivation_input_bytes,1119,10
pass_off,mbedtls_ssl_decrypt_buf,1105,84
pass_off,mbedtls_ssl_fetch_input,1027,27
pass_off,ssl_tls13_parse_supported_groups_ext,1026,47
pass_off,mbedtls_mpi_core_read_be,1024,27
pass_off,psa_generate_random,1020,20
pass_off,mbedtls_sha256_clone,1002,8
pass_off,psa_wipe_key_slot,947,14
pass_off,ssl_tls13_process_client_hello,927,128
pass_off,mbedtls_ssl_tls13_hkdf_expand_label,919,21
pass_off,mbedtls_ssl_read_record,893,54
pass_off,psa_free_key_slot,863,17
pass_off,ssl_parse_record_header,852,35
pass_off,mbedtls_ssl_tls13_handshake_client_step,823,192
pass_off,mbedtls_ssl_encrypt_buf,820,84
pass_off,mbedtls_ssl_flush_output,771,28
pass_off,psa_get_and_lock_key_slot_with_policy,750,24
pass_off,mbedtls_x509_get_name,693,35
pass_off,mbedtls_mpi_div_mpi,666,33
pass_off,mbedtls_mpi_mod_mpi,658,41
pass_off,psa_key_derivation_output_bytes,657,8
pass_off,mbedtls_mpi_resize_clear,651,14
pass_off,mbedtls_psa_ecp_load_representation,566,43
pass_off,mbedtls_ssl_parse_sig_alg_ext,564,39
pass_off,mbedtls_aes_crypt_ecb,561,2
pass_off,mbedtls_ssl_tls13_check_received_extension,542,22
pass_off,mbedtls_cipher_update,490,5
pass_off,mbedtls_ecp_group_free,489,16
pass_off,_int_free_merge_chunk,489,30
pass_off,mbedtls_mpi_random,475,18
pass_off,srv_send,460,26
pass_off,cli_recv,436,15
pass_off,_int_free_create_chunk,413,29
pass_off,mbedtls_ssl_sig_alg_to_str,400,17
pass_off,mbedtls_ssl_add_hs_msg_to_checksum,388,17
pass_off,psa_mac_compute,388,21
pass_off,psa_hash_setup,384,12
pass_off,mbedtls_ecp_group_load,363,22
pass_off,mbedtls_psa_hash_clone,360,10
pass_off,psa_aead_encrypt,355,30
pass_off,mbedtls_ssl_write_client_hello,354,109
pass_off,mbedtls_psa_hash_abort,342,15
pass_off,ssl_tls13_parse_pre_shared_key_ext,341,86
pass_off,psa_key_derivation_hkdf_read,337,4
pass_off,mbedtls_ssl_tls13_compute_handshake_transform,326,52
pass_off,srv_recv,314,15
pass_off,psa_unregister_read,312,6
pass_off,psa_destroy_key,309,7
pass_off,mbedtls_ssl_prepare_handshake_record,304,15
pass_off,mbedtls_ssl_write_handshake_msg_ext,300,19
pass_off,psa_raw_key_agreement,293,42
pass_off,mbedtls_asn1_get_len,282,9
pass_off,ssl_update_checksum_start,272,14
pass_off,psa_export_key,270,31
pass_off,ssl_extract_add_data_from_record,268,17
pass_off,psa_key_derivation_setup_kdf,261,4
pass_off,mbedtls_ssl_tls13_evolve_secret,257,15
pass_off,ssl_handshake_init,252,37
pass_off,mbedtls_mpi_size,243,5
pass_off,ssl_tls13_write_server_hello_body,242,64
pass_off,mbedtls_ssl_tls13_write_client_hello_exts,240,79
pass_off,mbedtls_ssl_named_group_to_str,240,10
pass_off,mbedtls_psa_external_get_random,234,4
pass_off,psa_aead_decrypt,234,23
pass_off,mbedtls_mpi_read_binary,226,9
pass_off,mbedtls_mpi_init,222,2
pass_off,ssl_tls13_parse_key_shares_ext,219,54
pass_off,mbedtls_psa_key_agreement_ecdh,217,36
pass_off,mbedtls_ecp_read_key,215,26
pass_off,psa_mac_compute_internal,214,10
pass_off,psa_unregister_read_under_mutex,212,7
pass_off,mbedtls_ssl_tls13_write_identities_of_pre_shared_key_ext,208,58
pass_off,ssl_write_supported_groups_ext,204,27
pass_off,mbedtls_ecp_check_privkey,199,14
pass_off,cli_send,195,21
pass_off,mbedtls_platform_zeroize,193,3
pass_off,ssl_update_checksum_sha256,192,4
pass_off,mbedtls_mpi_read_binary_le,192,14
pass_off,mbedtls_asn1_get_alg,189,39
pass_off,psa_key_derivation_abort,186,3
pass_off,mbedtls_ssl_write_sig_alg_ext,183,27
pass_off,mbedtls_psa_get_random,183,4
pass_off,mbedtls_ssl_tls13_generate_and_write_xxdh_key_exchange,178,30
pass_off,psa_generate_key_custom,175,30
pass_off,mbedtls_ecp_point_read_binary,171,31
pass_off,mbedtls_ssl_tls13_is_supported_versions_ext_present_in_exts,168,21
pass_off,x509_get_crt_ext,168,26
pass_off,mbedtls_ecp_check_pubkey,168,23
pass_off,mbedtls_sha512_init,162,8
pass_off,mbedtls_mpi_core_fill_random,161,15
pass_off,ssl_tls13_calc_finished_core,160,11
pass_off,mbedtls_ssl_tls13_export_handshake_psk,156,16
pass_off,mbedtls_ecp_group_init,156,14
pass_off,mbedtls_ssl_handshake_free,150,25
pass_off,mbedtls_ssl_tls13_process_finished_message,150,22
pass_off,mbedtls_ssl_tls13_populate_transform,150,16
pass_off,ssl_tls13_select_ciphersuite,149,21
pass_off,mbedtls_ssl_handle_message_type,147,10
pass_off,psa_hash_clone,144,4
pass_off,ssl_tls13_write_key_share_ext,138,36
pass_off,mbedtls_ssl_get_handshake_transcript,136,6
pass_off,psa_hash_abort,132,9
pass_off,mbedtls_ssl_tls13_calculate_verify_data,129,11
pass_off,mbedtls_ecp_keypair_init,127,18
pass_off,psa_hash_compute,127,6
pass_off,mbedtls_ssl_get_mode_from_transform,126,9
pass_off,ssl_tls13_write_new_session_ticket,125,36
pass_off,mbedtls_ecdh_calc_secret,122,17
pass_off,mbedtls_ssl_reset_in_out_pointers,121,17
pass_off,mbedtls_ssl_tls13_derive_secret,120,8
pass_off,mbedtls_dhm_init,120,5
pass_off,mbedtls_ecc_group_from_psa,120,8
pass_off,ssl_tls13_parse_supported_versions_ext,116,29
pass_off,mbedtls_ssl_tls13_key_schedule_stage_early,115,16
pass_off,mbedtls_ssl_transform_free,109,9
pass_off,psa_get_key_attributes,109,7
pass_off,mbedtls_ssl_tls13_write_binders_of_pre_shared_key_ext,108,29
pass_off,psa_export_public_key,106,15
pass_off,mbedtls_ecdh_get_params,104,17
pass_off,mbedtls_mpi_write_binary_le,102,6
pass_off,mbedtls_psa_ecp_generate_key,102,17
pass_off,mbedtls_ssl_tls13_fetch_handshake_msg,101,9
pass_off,mbedtls_ssl_tls13_read_public_xxdhe_share,100,15
pass_off,mbedtls_psa_ecp_export_public_key,98,18
pass_off,ssl_tls13_parse_server_pre_shared_key_ext,97,27
pass_off,mbedtls_ssl_read_version,96,6
pass_off,mbedtls_ssl_get_ecp_group_id_from_tls_id,96,4
pass_off,ssl_session_save,93,30
pass_off,mbedtls_ssl_tls13_compute_application_transform,93,16
pass_off,mbedtls_ecp_point_write_binary,93,21
pass_off,mbedtls_ssl_start_handshake_msg,90,5
pass_off,mbedtls_debug_print_ret,88,1
pass_off,psa_key_agreement_raw_internal,88,13
pass_off,ssl_tls13_offered_psks_check_identity_match,85,21
pass_off,mbedtls_dhm_free,84,14
pass_off,mbedtls_psa_hash_setup,84,9
pass_off,mbedtls_sha256_init,84,4
pass_off,ssl_tls13_write_server_pre_shared_key_ext,76,22
pass_off,memcmp,76,17
pass_off,mbedtls_x509_crt_parse_der_internal,75,25
pass_off,mbedtls_ssl_get_extension_id,72,1
pass_off,mbedtls_ssl_handshake_step,72,3
pass_off,mbedtls_ssl_tls13_write_finished_message,72,12
pass_off,mbedtls_asn1_get_bitstring_null,72,12
pass_off,ssl_tls13_parse_key_share_ext,70,18
pass_off,mbedtls_psa_hash_compute,70,4
pass_off,psa_export_public_key_internal,69,10
pass_off,psa_reserve_free_key_slot,68,17
pass_off,ssl_tls13_parse_key_exchange_modes_ext,66,17
pass_off,mbedtls_x509_get_time,66,11
pass_off,psa_start_key_creation,66,10
pass_off,mbedtls_sha512_starts,66,4
pass_off,mbedtls_x509_get_subject_alt_name_ext,63,20
pass_off,ecp_randomize_mxz,63,13
pass_off,mbedtls_aes_setkey_enc,63,1
pass_off,mbedtls_ssl_ticket_write,60,20
pass_off,x509_get_authority_key_id,60,20
pass_off,psa_key_derivation_setup,60,2
pass_off,ssl_tls13_write_binder,58,14
pass_off,mbedtls_ssl_tls13_handshake_server_step,54,8
pass_off,mbedtls_ssl_tls13_make_traffic_keys,54,7
pass_off,mbedtls_ssl_add_hs_hdr_to_checksum,52,7
pass_off,ssl_tls13_write_server_hello_supported_versions_ext,52,14
pass_off,mbedtls_psa_ecp_export_key,50,16
pass_off,mbedtls_cipher_setkey,49,2
pass_off,mbedtls_ssl_buffering_free,48,8
pass_off,mbedtls_ssl_tls13_derive_handshake_secrets,48,8
pass_off,psa_generate_key_internal,46,7
pass_off,ssl_tls13_offered_psks_check_binder_match,44,11
pass_off,psa_key_algorithm_permits,43,1
pass_off,mbedtls_asn1_free_named_data_list_shallow,42,4
pass_off,mbedtls_mpi_grow,42,8
pass_off,mbedtls_sha256_starts,42,5
pass_off,mbedtls_ssl_free,41,9
pass_off,ssl_tls13_write_encrypted_extensions,39,13
pass_off,mbedtls_ssl_tls13_write_change_cipher_spec,36,6
pass_off,mbedtls_ssl_ciphersuite_from_id,36,2
pass_off,mbedtls_ecp_gen_key,36,5
pass_off,mbedtls_ecp_keypair_free,33,7
pass_off,mbedtls_pk_parse_subpubkey,33,11
pass_off,mbedtls_ssl_session_copy,32,8
pass_off,ssl_tls13_postprocess_server_hello,32,10
pass_off,mbedtls_ssl_tls13_create_psk_binder,32,6
pass_off,psa_mac_finalize_alg_and_key_validation,32,2
pass_off,mbedtls_ssl_set_inbound_transform,31,3
pass_off,ssl_tls13_write_server_hello,30,9
pass_off,psa_mac_sign_finish,29,1
pass_off,mbedtls_ssl_finish_handshake_msg,28,2
pass_off,mbedtls_asn1_get_bool,27,3
pass_off,mbedtls_ssl_set_hs_psk,24,4
pass_off,mbedtls_ssl_tls13_derive_application_secrets,24,4
pass_off,mbedtls_ssl_tls13_compute_resumption_master_secret,24,4
pass_off,mbedtls_x509_get_ext,24,8
pass_off,mbedtls_ecp_write_key_ext,23,4
pass_off,ssl_write_alpn_ext,21,6
pass_off,mbedtls_x509_get_sig,21,7
pass_off,mbedtls_x509_parse_subject_alt_name,21,7
pass_off,x509_get_dates,21,7
pass_off,x509_get_subject_key_id,21,7
pass_off,mbedtls_ecp_copy,20,5
pass_off,mbedtls_mpi_fill_random,19,3
pass_off,mbedtls_ssl_get_psa_curve_info_from_tls_id,16,4
pass_off,mbedtls_ssl_set_session,15,5
pass_off,ssl_tls13_handshake_wrapup,15,5
pass_off,mbedtls_to_psa_error,14,7
pass_off,ecp_normalize_mxz,13,12
pass_off,main,12,3
pass_off,mbedtls_ssl_optimize_checksum,12,2
pass_off,ssl_tls13_write_server_finished,12,4
pass_off,x509_get_uid,12,2
pass_off,mbedtls_ecp_curve_info_from_grp_id,12,2
pass_off,psa_driver_wrapper_export_public_key,12,2
pass_off,mbedtls_ecc_group_to_psa,12,2
pass_off,mbedtls_ssl_set_outbound_transform,11,1
pass_off,mbedtls_ssl_setup,11,2
pass_off,mbedtls_ssl_write_version,10,1
pass_off,mbedtls_ssl_tls13_crypto_init,10,2
pass_off,mbedtls_ssl_tls13_handshake_wrapup,10,2
pass_off,ssl_tls13_parse_new_session_ticket_exts,9,9
pass_off,x509_get_basic_constraints,9,3
pass_off,mbedtls_oid_get_x509_ext_type,9,1
pass_off,mbedtls_ecp_get_type,8,1
pass_off,mbedtls_ecp_point_init,8,2
pass_off,psa_crypto_init,8,2
pass_off,mbedtls_ecdh_free,8,4
pass_off,mbedtls_mpi_shift_r,7,1
pass_off,do_handshake,6,2
pass_off,mbedtls_ssl_read,6,6
pass_off,mbedtls_ssl_print_ticket_flags,6,2
pass_off,mbedtls_ssl_session_save,6,2
pass_off,mbedtls_ssl_handshake,6,2
pass_off,mbedtls_ssl_write_alpn_ext,6,2
pass_off,mbedtls_x509_crt_free,6,2
pass_off,mbedtls_ecp_gen_privkey,6,1
pass_off,ecp_sw_rhs,6,2
pass_off,mbedtls_pk_ecc_set_group,6,2
pass_off,mbedtls_pk_ecc_set_pubkey,6,2
pass_off,pk_use_ecparams,6,2
pass_off,psa_generate_key,6,1
pass_off,mbedtls_ssl_ticket_parse,4,1
pass_off,mbedtls_ssl_validate_ciphersuite,3,1
pass_off,mbedtls_ssl_states_str,3,1
pass_off,mbedtls_oid_get_pk_alg,3,1
pass_off,mbedtls_oid_get_ec_grp,3,1
pass_off,mbedtls_ecp_is_zero,1,1
