scenario,config,gap,cycles,insts,predictions,load_predictions,behind_clear,behind_clear_retired,in_sequence,leak_entry,behind_set_squashed,behind_clear_squashed_younger,behind_clear_squashed_samepath,rename_serializing,dit_tagged_set,branch_mispredicts,value_mispredicts,claim_violations,clears_committed,clears_reg_committed,early_published,early_lead_cycles,held_branch,held_valuepred,checksum
branch,branch-only,96,340697.0,795449.0,94865.0,94736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6041.0,164110.0,125.0,0.0,0.0,5922.0,0.0,5922.0,5935.0,5975.0,0.0,67725
branch,branch-only,192,483275.0,1363865.0,94865.0,94736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6039.0,164536.0,123.0,0.0,0.0,5922.0,0.0,5922.0,5923.0,5977.0,0.0,67725
value,nodit,0,195671.0,191558.0,109470.0,100845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6120.0,0.0,76.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67725
value,nodit,6,206756.0,227084.0,109411.0,100809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6116.0,0.0,72.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67725
value,nodit,12,223308.0,262610.0,110978.0,101265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6115.0,0.0,70.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67725
value,nodit,24,220164.0,333662.0,111625.0,101406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6117.0,0.0,72.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67725
value,nodit,48,268465.0,475766.0,109630.0,100881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6117.0,0.0,73.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67725
value,nodit,96,320622.0,759974.0,109577.0,100896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6118.0,0.0,74.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67725
value,nodit,192,462897.0,1328390.0,109302.0,100837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6114.0,0.0,70.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67725
value,serializing,0,617029.0,239062.0,109730.0,99724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29925.0,35526.0,69.0,320.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,serializing,6,616490.0,274588.0,108313.0,99722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29926.0,35526.0,70.0,320.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,serializing,12,634887.0,310114.0,108385.0,99776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29925.0,35526.0,68.0,256.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,serializing,24,670428.0,381166.0,108348.0,99851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29925.0,35526.0,68.0,255.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,serializing,48,702654.0,523270.0,108410.0,99788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29976.0,35679.0,120.0,318.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,serializing,96,757169.0,807478.0,109538.0,100850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29976.0,35679.0,120.0,318.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,serializing,192,897191.0,1375894.0,108783.0,100098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29976.0,35679.0,120.0,275.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,flush-after,0,832136.0,239062.0,213494.0,193880.0,103678.0,0.0,0.0,0.0,1091.0,0.0,102587.0,29867.0,154013.0,134.0,326.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,flush-after,6,851591.0,274588.0,206967.0,188739.0,98588.0,0.0,0.0,0.0,1042.0,0.0,97546.0,29864.0,154013.0,138.0,323.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,flush-after,12,863482.0,310114.0,207749.0,189533.0,99382.0,0.0,0.0,0.0,1024.0,0.0,98358.0,29866.0,154013.0,133.0,261.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,flush-after,24,881865.0,381166.0,206132.0,188025.0,97784.0,0.0,0.0,0.0,1028.0,0.0,96756.0,29870.0,154015.0,135.0,263.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,flush-after,48,910202.0,523270.0,213767.0,195535.0,105357.0,0.0,0.0,0.0,1091.0,0.0,104266.0,23952.0,142177.0,140.0,324.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,flush-after,96,993122.0,807478.0,116420.0,102895.0,6882.0,0.0,0.0,0.0,1090.0,0.0,5792.0,18086.0,47435.0,134.0,322.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,flush-after,192,1136913.0,1375894.0,115473.0,101951.0,6690.0,0.0,0.0,0.0,1090.0,0.0,5600.0,18023.0,47517.0,134.0,279.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,frontier,0,215834.0,239062.0,6005.0,5065.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,6111.0,143386.0,70.0,189.0,0.0,11906.0,0.0,11906.0,99062.0,12035.0,0.0,67725
value,frontier,6,220639.0,274588.0,5623.0,4999.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,6109.0,143437.0,69.0,188.0,0.0,11906.0,0.0,11906.0,104701.0,12034.0,0.0,67725
value,frontier,12,227146.0,310114.0,5684.0,5077.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,6116.0,143410.0,71.0,190.0,0.0,11906.0,0.0,11906.0,106054.0,12037.0,0.0,67725
value,frontier,24,261855.0,381166.0,96487.0,92759.0,87718.0,87718.0,0.0,0.0,0.0,0.0,0.0,6116.0,55793.0,71.0,255.0,0.0,11906.0,0.0,11906.0,17458.0,12037.0,0.0,67725
value,frontier,48,281170.0,523270.0,102644.0,98792.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,6113.0,49720.0,69.0,318.0,0.0,11906.0,0.0,11906.0,17668.0,12034.0,0.0,67725
value,frontier,96,332646.0,807478.0,102914.0,99090.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,6116.0,49723.0,72.0,246.0,0.0,11906.0,0.0,11906.0,18212.0,12037.0,0.0,67725
value,frontier,192,475829.0,1375894.0,104014.0,100098.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,6114.0,48713.0,70.0,275.0,0.0,11906.0,0.0,11906.0,17267.0,12035.0,0.0,67725
value,frontier-reg,0,216279.0,262809.0,33402.0,4211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6050.0,143513.0,70.0,255.0,0.0,0.0,23812.0,0.0,0.0,0.0,0.0,67725
value,frontier-reg,6,219823.0,298271.0,34403.0,5514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6049.0,143512.0,69.0,201.0,0.0,0.0,23812.0,0.0,0.0,0.0,0.0,67725
value,frontier-reg,12,223989.0,333797.0,34282.0,5346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6050.0,143513.0,68.0,65.0,0.0,0.0,23812.0,0.0,0.0,0.0,0.0,67725
value,frontier-reg,24,267132.0,404913.0,34285.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6049.0,143384.0,67.0,256.0,0.0,0.0,23812.0,0.0,0.0,0.0,0.0,67725
value,frontier-reg,48,284640.0,547017.0,129014.0,99781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6056.0,48783.0,75.0,256.0,0.0,0.0,23812.0,0.0,0.0,0.0,0.0,67725
value,frontier-reg,96,338902.0,831225.0,128851.0,99871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6051.0,48778.0,71.0,64.0,0.0,0.0,23812.0,0.0,0.0,0.0,0.0,67725
value,frontier-reg,192,480301.0,1399641.0,129006.0,99735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6050.0,48777.0,70.0,256.0,0.0,0.0,23812.0,0.0,0.0,0.0,0.0,67725
value,commit,0,216587.0,239062.0,5667.0,4990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6050.0,143513.0,70.0,190.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,commit,6,219988.0,274588.0,4713.0,4054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6049.0,143531.0,70.0,188.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,commit,12,226991.0,310114.0,5695.0,4961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6050.0,143513.0,69.0,189.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,commit,24,267113.0,381166.0,5749.0,5104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6054.0,143499.0,73.0,189.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,commit,48,279890.0,523270.0,102579.0,98791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6049.0,49800.0,69.0,254.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,commit,96,331888.0,807478.0,102853.0,99137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6052.0,49787.0,72.0,156.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,commit,192,473879.0,1375894.0,103950.0,100098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6050.0,48777.0,70.0,211.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,writeback,0,213893.0,239062.0,68407.0,58388.0,58250.0,57610.0,640.0,0.0,0.0,0.0,0.0,6050.0,84431.0,70.0,256.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,writeback,6,220675.0,274588.0,54501.0,50743.0,45750.0,45240.0,510.0,0.0,0.0,0.0,0.0,6049.0,97772.0,70.0,256.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,writeback,12,227046.0,310114.0,75885.0,72007.0,67044.0,66320.0,724.0,0.0,0.0,0.0,0.0,6053.0,76472.0,72.0,255.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,writeback,24,262042.0,381166.0,104596.0,100869.0,95760.0,94736.0,1024.0,0.0,0.0,0.0,0.0,6052.0,47755.0,71.0,254.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,writeback,48,279890.0,523270.0,104613.0,100825.0,2048.0,1024.0,1024.0,0.0,0.0,0.0,0.0,6049.0,47752.0,69.0,254.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,writeback,96,332642.0,807478.0,105759.0,101874.0,2032.0,1008.0,1024.0,0.0,0.0,0.0,0.0,6052.0,47755.0,72.0,254.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,writeback,192,473879.0,1375894.0,104974.0,101122.0,1024.0,0.0,1024.0,0.0,0.0,0.0,0.0,6050.0,47753.0,70.0,211.0,0.0,11906.0,0.0,0.0,0.0,0.0,0.0,67725
value,branch-only,0,213956.0,239062.0,89652.0,79633.0,79501.0,78493.0,1008.0,0.0,0.0,0.0,0.0,6114.0,63753.0,70.0,320.0,63.0,11906.0,0.0,11906.0,162781.0,12035.0,0.0,67725
value,branch-only,6,221507.0,274588.0,91857.0,85629.0,83034.0,81977.0,1057.0,0.0,0.0,0.0,0.0,6113.0,57841.0,70.0,320.0,64.0,11906.0,0.0,11906.0,156751.0,12036.0,0.0,67725
value,branch-only,12,227244.0,310114.0,88330.0,84490.0,79520.0,78560.0,960.0,0.0,0.0,0.0,0.0,6117.0,63996.0,72.0,256.0,60.0,11906.0,0.0,11906.0,149845.0,12038.0,0.0,67725
value,branch-only,24,261855.0,381166.0,97581.0,93853.0,88798.0,87822.0,976.0,0.0,0.0,0.0,0.0,6116.0,54709.0,71.0,255.0,61.0,11906.0,0.0,11906.0,173085.0,12037.0,0.0,67725
value,branch-only,48,281170.0,523270.0,108502.0,99816.0,5936.0,4848.0,1088.0,0.0,0.0,0.0,0.0,6113.0,42773.0,69.0,318.0,64.0,11906.0,0.0,11906.0,168462.0,12034.0,0.0,67725
value,branch-only,96,332646.0,807478.0,108663.0,100060.0,5870.0,4833.0,1037.0,0.0,0.0,0.0,0.0,6116.0,36909.0,72.0,202.0,61.0,11906.0,0.0,11906.0,158584.0,12037.0,0.0,67725
value,branch-only,192,475829.0,1375894.0,109854.0,101106.0,5904.0,4833.0,1071.0,0.0,0.0,0.0,0.0,6114.0,35737.0,70.0,275.0,63.0,11906.0,0.0,11906.0,158764.0,12035.0,0.0,67725
