bench,arm,cfg,cycles,insts,ops,fetchInsts,icacheLines,icacheStall,l1i_acc,l1i_miss,l1d_acc,l1d_miss,l2_miss,bpLookups,bpBTBHits,condPred,condIncorr,bpSquash,bpSquashCond,sqInsts,iqFull,robFull,renBlocked,decBlocked,ftqFull,fetchRun,nisn0,ditWrites,ditCycles
ed25519,pad2048,spec,79136.1,171769.0,203767.0,196232.95,15803.8,15804.8,15803.8,0.0,54289.75,0.0,0.0,5862.3,5862.3,846.25,0.4,2867.0,252.75,20849.45,19394.7,19.95,20820.65,23420.75,75285.1,63044.0,31873.6,0.0,0.0
ed25519,pad24,spec,80039.05,171769.0,203767.0,197250.7,15954.0,15989.6,15954.0,0.0,54258.5,0.05,0.0,6199.0,6199.0,908.7,0.1,3209.25,320.95,19156.3,19834.4,30.4,21193.2,23979.1,75579.75,63686.35,33197.95,0.0,0.0
ed25519,pad256,spec,81507.25,171769.0,203767.0,196765.75,15814.15,15829.4,15814.15,0.0,54340.65,0.0,0.0,5930.35,5930.35,852.65,0.4,2924.8,248.9,20443.7,21640.4,16.0,23118.8,25991.3,77523.25,65370.75,33931.35,0.0,0.0
ed25519,pad32768,spec,79439.35,171769.0,203767.0,196254.2,15938.9,16051.5,15938.9,0.0,54448.4,0.0,0.0,6172.0,6172.0,848.25,0.1,3170.0,248.3,19908.55,19032.45,20.0,20427.15,22977.2,74868.75,63039.05,31883.9,0.0,0.0
ed25519,pad32,spec,78317.15,171769.0,203767.0,196326.2,16043.7,16126.9,16043.7,0.0,53713.15,0.05,0.0,6024.85,6024.85,885.25,0.8,3028.8,291.25,21578.55,17993.3,9.75,18836.9,21095.95,74252.15,61880.8,31640.45,0.0,0.0
ed25519,pad4096,spec,78039.25,171769.0,203767.0,191239.9,15399.1,15422.75,15399.1,0.0,54092.0,0.0,0.0,5606.35,5606.35,854.35,0.1,2606.3,257.25,16181.8,20101.7,19.9,21369.5,24097.6,74565.35,62360.7,32079.45,0.0,0.0
ed25519,pad48,spec,79733.7,171769.0,203767.0,198492.0,16183.4,16114.3,16183.4,0.0,54425.15,0.0,0.0,6596.5,6596.5,852.0,0.7,3600.3,257.7,19837.7,18776.5,10.9,19920.6,22565.45,74584.25,63186.5,32042.7,0.0,0.0
ed25519,pad4,spec,80964.75,171769.0,203767.0,198873.45,15408.25,15355.3,15408.25,0.0,54384.25,0.05,0.0,6411.2,6411.2,907.1,0.05,3420.25,318.7,20457.0,21306.7,24.0,22651.5,25267.15,76017.4,65202.85,33591.8,0.0,0.0
ed25519,pad512,spec,78558.5,171769.0,203767.0,197253.15,15792.3,15823.25,15792.3,0.0,53847.05,0.0,0.0,6179.85,6179.85,854.0,0.8,3183.65,259.8,19378.45,19020.1,20.3,20318.05,22883.3,74134.75,62393.55,31238.8,0.0,0.0
ed25519,pad64,spec,78957.4,171769.0,203767.0,197109.6,15846.8,15846.7,15846.8,0.0,53644.35,0.05,0.0,5898.45,5898.45,854.25,0.25,2902.9,260.7,21370.9,19053.25,16.35,20502.9,22971.5,75056.1,62818.35,31548.0,0.0,0.0
ed25519,pad65536,spec,79053.15,171769.0,203767.0,196859.0,15871.6,15903.5,15871.6,0.0,54255.25,0.15,0.0,5920.7,5920.7,864.45,0.1,2927.15,273.25,22520.95,19059.25,19.95,20391.0,22915.05,75107.6,62854.95,31754.55,0.0,0.0
ed25519,pad8192,spec,79165.15,171769.0,203767.0,196966.7,15881.45,15911.5,15881.45,0.0,54273.3,0.05,0.0,5932.35,5932.35,865.75,0.0,2933.15,269.0,22694.75,19058.15,19.15,20387.4,22948.1,75222.15,62958.7,31832.0,0.0,0.0
ed25519,pad8,spec,79447.25,171769.0,203767.0,196615.05,15075.4,15098.55,15075.4,0.0,54186.3,0.05,0.0,6173.7,6173.7,871.1,0.0,3185.8,285.25,17637.0,20756.0,21.9,22079.6,24874.25,74841.65,63934.15,32891.1,0.0,0.0
ed25519,pad96,spec,78690.95,171769.0,203767.0,196970.7,16111.4,16165.75,16111.4,0.0,53802.45,0.0,0.0,6424.0,6424.0,889.55,1.0,3430.5,298.1,19216.7,17717.05,8.9,18802.4,21150.4,73709.4,62122.6,31896.45,0.0,0.0
