rep,arm,total_s,raw_sign_s,secret_frac,checksum,probe_const_off,probe_const_on
17,pass_gated,3.451728,0.355454,10.2979,10527241102943389473,0.2246,0.8706
17,pass_clonegated,3.345050,0.315198,9.4228,10527241102943389473,0.2246,0.8706
17,baseline2,3.128880,0.289520,9.2531,10527241102943389473,0.2246,0.8706
17,baseline,3.158346,0.289035,9.1515,10527241102943389473,0.2246,0.8706
17,null,3.172129,0.288671,9.1002,10527241102943389473,0.2246,0.8706
18,oracle,3.242526,0.307622,9.4871,10527241102943389473,0.2281,0.8721
18,pass_hoist,3.549300,0.421249,11.8685,10527241102943389473,0.2281,0.8721
18,pass_clone,3.349386,0.317820,9.4889,10527241102943389473,0.2281,0.8721
18,pass_gated,3.444196,0.355514,10.3221,10527241102943389473,0.2281,0.8721
18,pass_clonegated,3.348440,0.314860,9.4032,10527241102943389473,0.2281,0.8721
18,baseline2,3.167220,0.289756,9.1486,10527241102943389473,0.2281,0.8721
18,baseline,3.144178,0.289210,9.1983,10527241102943389473,0.2281,0.8721
18,null,3.167221,0.288734,9.1163,10527241102943389473,0.2281,0.8721
18,always,3.270186,0.308227,9.4254,10527241102943389473,0.2281,0.8721
19,pass_hoist,3.529806,0.419945,11.8971,10527241102943389473,0.2222,0.8707
19,pass_clone,3.345461,0.318193,9.5112,10527241102943389473,0.2222,0.8707
19,pass_gated,3.453089,0.355063,10.2825,10527241102943389473,0.2222,0.8707
19,pass_clonegated,3.352789,0.314785,9.3888,10527241102943389473,0.2222,0.8707
19,baseline2,3.199228,0.288864,9.0292,10527241102943389473,0.2222,0.8707
19,baseline,3.192356,0.289837,9.0791,10527241102943389473,0.2222,0.8707
19,null,3.182147,0.288882,9.0782,10527241102943389473,0.2222,0.8707
19,always,3.245802,0.307950,9.4876,10527241102943389473,0.2222,0.8707
19,oracle,3.212323,0.308740,9.6111,10527241102943389473,0.2222,0.8707
20,pass_clone,3.354004,0.318027,9.4820,10527241102943389473,0.2227,0.8707
20,pass_gated,3.465982,0.355515,10.2573,10527241102943389473,0.2227,0.8707
20,pass_clonegated,3.362061,0.315189,9.3749,10527241102943389473,0.2227,0.8707
20,baseline2,3.159928,0.289384,9.1579,10527241102943389473,0.2227,0.8707
20,baseline,3.152743,0.289210,9.1733,10527241102943389473,0.2227,0.8707
20,null,3.190962,0.289670,9.0778,10527241102943389473,0.2227,0.8707
20,always,3.256686,0.308344,9.4680,10527241102943389473,0.2227,0.8707
20,oracle,3.220433,0.308348,9.5747,10527241102943389473,0.2227,0.8707
20,pass_hoist,3.534951,0.420510,11.8958,10527241102943389473,0.2227,0.8707
21,pass_gated,3.464068,0.357124,10.3094,10527241102943389473,0.2252,0.8701
21,pass_clonegated,3.347929,0.315492,9.4235,10527241102943389473,0.2252,0.8701
21,baseline2,3.168192,0.289587,9.1405,10527241102943389473,0.2252,0.8701
21,baseline,3.177508,0.288705,9.0859,10527241102943389473,0.2252,0.8701
21,null,3.182001,0.289610,9.1015,10527241102943389473,0.2252,0.8701
21,always,3.246448,0.308293,9.4963,10527241102943389473,0.2252,0.8701
21,oracle,3.228161,0.308055,9.5427,10527241102943389473,0.2252,0.8701
21,pass_hoist,3.550286,0.420314,11.8389,10527241102943389473,0.2252,0.8701
21,pass_clone,3.349749,0.318321,9.5028,10527241102943389473,0.2252,0.8701
22,pass_clonegated,3.326197,0.315641,9.4895,10527241102943389473,0.2232,0.8798
22,baseline2,3.159890,0.288667,9.1354,10527241102943389473,0.2232,0.8798
22,baseline,3.188572,0.289495,9.0791,10527241102943389473,0.2232,0.8798
22,null,3.169412,0.289007,9.1186,10527241102943389473,0.2232,0.8798
22,always,3.277144,0.308629,9.4176,10527241102943389473,0.2232,0.8798
22,oracle,3.241443,0.308171,9.5072,10527241102943389473,0.2232,0.8798
22,pass_hoist,3.517850,0.421448,11.9803,10527241102943389473,0.2232,0.8798
22,pass_clone,3.367542,0.318300,9.4520,10527241102943389473,0.2232,0.8798
22,pass_gated,3.437751,0.355424,10.3389,10527241102943389473,0.2232,0.8798
23,baseline2,3.158571,0.288596,9.1369,10527241102943389473,0.2254,0.8749
23,baseline,3.158615,0.289484,9.1649,10527241102943389473,0.2254,0.8749
23,null,3.189709,0.289437,9.0741,10527241102943389473,0.2254,0.8749
23,always,3.246529,0.308468,9.5015,10527241102943389473,0.2254,0.8749
