benchmark,arm,archive,rep,mean_ticks,n,dit_exit,cycle_src,timer_src,tot_cyc,tot_ins,map_stall,flush,reg_cyc,reg_ins,reg_n,samp_cyc,samp_ins,samp_n,samp_every,pmc_off,reg_drop,pinned
chacha20_poly1305_decrypt,P,taint,1,519.104,1000,0,pmc,cntvct,0,0,0,0,534437,0,1025,36635,84368,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,1,261.615,1000,0,pmc,cntvct,0,0,0,0,268785,0,1025,17768,84528,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,2,275.274,1000,1,pmc,cntvct,0,0,0,0,282482,0,1025,18899,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,2,305.797,1000,0,pmc,cntvct,0,0,0,0,314186,0,1025,22257,83455,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,2,276.597,1000,0,pmc,cntvct,0,0,0,0,284307,0,1025,19521,83456,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,2,515.302,1000,0,pmc,cntvct,0,0,0,0,528990,0,1025,36466,84368,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,2,260.105,1000,0,pmc,cntvct,0,0,0,0,267434,0,1025,17704,84528,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,2,275.960,1000,0,pmc,cntvct,0,0,0,0,283518,0,1025,19104,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,3,305.893,1000,0,pmc,cntvct,0,0,0,0,314183,0,1025,21071,83456,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,3,274.537,1000,0,pmc,cntvct,0,0,0,0,281953,0,1025,18906,83457,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,3,517.105,1000,0,pmc,cntvct,0,0,0,0,531149,0,1025,36583,84368,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,3,261.169,1000,0,pmc,cntvct,0,0,0,0,268589,0,1025,17666,84528,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,3,274.606,1000,0,pmc,cntvct,0,0,0,0,282024,0,1025,18698,83200,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,3,279.021,1000,1,pmc,cntvct,0,0,0,0,286731,0,1025,18901,83200,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,4,273.243,1000,0,pmc,cntvct,0,0,0,0,280829,0,1025,18982,83456,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,4,517.757,1000,0,pmc,cntvct,0,0,0,0,531357,0,1025,36707,84367,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,4,259.432,1000,0,pmc,cntvct,0,0,0,0,266808,0,1025,17799,84528,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,4,273.449,1000,0,pmc,cntvct,0,0,0,0,280990,0,1025,18766,83200,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,4,275.214,1000,1,pmc,cntvct,0,0,0,0,283048,0,1025,19085,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,4,311.324,1000,0,pmc,cntvct,0,0,0,0,319491,0,1025,21830,83456,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,5,518.545,1000,0,pmc,cntvct,0,0,0,0,532294,0,1025,36688,84368,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,5,259.840,1000,0,pmc,cntvct,0,0,0,0,267009,0,1025,17760,84528,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,5,273.914,1000,0,pmc,cntvct,0,0,0,0,281540,0,1025,18907,83200,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,5,275.576,1000,1,pmc,cntvct,0,0,0,0,283120,0,1025,19029,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,5,305.105,1000,0,pmc,cntvct,0,0,0,0,313357,0,1025,21418,83456,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,5,273.937,1000,0,pmc,cntvct,0,0,0,0,281396,0,1025,18944,83456,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,6,272.568,1000,0,pmc,cntvct,0,0,0,0,280234,0,1025,18701,84528,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,6,277.918,1000,0,pmc,cntvct,0,0,0,0,285210,0,1025,19468,83200,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,6,276.350,1000,1,pmc,cntvct,0,0,0,0,283595,0,1025,18963,83199,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,6,305.724,1000,0,pmc,cntvct,0,0,0,0,314519,0,1025,21916,83455,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,6,277.540,1000,0,pmc,cntvct,0,0,0,0,284830,0,1025,19513,83456,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,6,517.428,1000,0,pmc,cntvct,0,0,0,0,531472,0,1025,36641,84368,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,7,274.685,1000,0,pmc,cntvct,0,0,0,0,282286,0,1025,18242,83200,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,7,274.814,1000,1,pmc,cntvct,0,0,0,0,282441,0,1025,19086,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,7,304.526,1000,0,pmc,cntvct,0,0,0,0,312775,0,1025,21742,83457,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,7,276.498,1000,0,pmc,cntvct,0,0,0,0,283916,0,1025,18968,83456,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,7,517.313,1000,0,pmc,cntvct,0,0,0,0,530980,0,1025,36635,84367,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,7,260.646,1000,0,pmc,cntvct,0,0,0,0,267899,0,1025,17674,84528,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,8,275.657,1000,1,pmc,cntvct,0,0,0,0,283115,0,1025,19198,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,8,310.079,1000,0,pmc,cntvct,0,0,0,0,318055,0,1025,22262,83456,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,8,276.331,1000,0,pmc,cntvct,0,0,0,0,284164,0,1025,19415,83456,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,8,522.632,1000,0,pmc,cntvct,0,0,0,0,536045,0,1025,36660,84368,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,8,260.943,1000,0,pmc,cntvct,0,0,0,0,268234,0,1025,17839,84528,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,8,274.909,1000,0,pmc,cntvct,0,0,0,0,282284,0,1025,18590,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,9,304.629,1000,0,pmc,cntvct,0,0,0,0,312959,0,1025,21912,83456,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,9,273.988,1000,0,pmc,cntvct,0,0,0,0,281616,0,1025,19110,83456,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,9,520.260,1000,0,pmc,cntvct,0,0,0,0,533714,0,1025,36821,84368,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,9,259.602,1000,0,pmc,cntvct,0,0,0,0,266933,0,1025,17736,84528,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,9,277.880,1000,0,pmc,cntvct,0,0,0,0,286168,0,1025,18845,83200,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,9,274.434,1000,1,pmc,cntvct,0,0,0,0,282228,0,1025,19156,83200,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,10,272.827,1000,0,pmc,cntvct,0,0,0,0,280328,0,1025,18567,83456,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,10,519.501,1000,0,pmc,cntvct,0,0,0,0,533243,0,1025,36665,84368,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,10,261.723,1000,0,pmc,cntvct,0,0,0,0,269392,0,1025,17749,84529,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,10,274.730,1000,0,pmc,cntvct,0,0,0,0,282288,0,1025,18564,83200,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,10,277.598,1000,1,pmc,cntvct,0,0,0,0,285140,0,1025,18898,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,10,306.095,1000,0,pmc,cntvct,0,0,0,0,314177,0,1025,21996,83455,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,11,521.058,1000,0,pmc,cntvct,0,0,0,0,534847,0,1025,36712,84368,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,11,259.554,1000,0,pmc,cntvct,0,0,0,0,266679,0,1025,17855,84528,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,11,273.378,1000,0,pmc,cntvct,0,0,0,0,280670,0,1025,18450,83200,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,11,281.615,1000,1,pmc,cntvct,0,0,0,0,289277,0,1025,19631,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,11,304.902,1000,0,pmc,cntvct,0,0,0,0,313212,0,1025,21420,83456,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,11,275.812,1000,0,pmc,cntvct,0,0,0,0,283311,0,1025,19093,83456,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,12,268.582,1000,0,pmc,cntvct,0,0,0,0,275957,0,1025,18741,84528,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,12,272.781,1000,0,pmc,cntvct,0,0,0,0,280158,0,1025,18676,83200,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,12,275.106,1000,1,pmc,cntvct,0,0,0,0,282774,0,1025,18905,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,12,311.558,1000,0,pmc,cntvct,0,0,0,0,320241,0,1025,22504,83456,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,12,276.686,1000,0,pmc,cntvct,0,0,0,0,283937,0,1025,18914,83456,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,12,521.145,1000,0,pmc,cntvct,0,0,0,0,535020,0,1025,36870,84368,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,13,272.271,1000,0,pmc,cntvct,0,0,0,0,279813,0,1025,18426,83200,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,13,276.575,1000,1,pmc,cntvct,0,0,0,0,284173,0,1025,18945,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,13,305.155,1000,0,pmc,cntvct,0,0,0,0,313241,0,1025,22243,83456,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,13,275.286,1000,0,pmc,cntvct,0,0,0,0,282911,0,1025,18807,83456,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,13,527.439,1000,0,pmc,cntvct,0,0,0,0,541313,0,1025,37250,84368,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,13,260.604,1000,0,pmc,cntvct,0,0,0,0,267851,0,1025,17758,84528,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,14,274.176,1000,1,pmc,cntvct,0,0,0,0,281528,0,1025,19111,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,14,310.856,1000,0,pmc,cntvct,0,0,0,0,319082,0,1025,21465,83456,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,14,279.345,1000,0,pmc,cntvct,0,0,0,0,287108,0,1025,19387,83456,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,14,524.186,1000,0,pmc,cntvct,0,0,0,0,537808,0,1025,36678,84368,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,14,263.905,1000,0,pmc,cntvct,0,0,0,0,271239,0,1025,17774,84528,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,14,276.633,1000,0,pmc,cntvct,0,0,0,0,284174,0,1025,19229,83200,16,64,1,0,9
chacha20_poly1305_decrypt,B,base,15,305.067,1000,0,pmc,cntvct,0,0,0,0,313335,0,1025,21440,83456,16,64,1,0,9
chacha20_poly1305_decrypt,T,base,15,274.536,1000,0,pmc,cntvct,0,0,0,0,282158,0,1025,18743,83456,16,64,1,0,9
chacha20_poly1305_decrypt,P,taint,15,516.485,1000,0,pmc,cntvct,0,0,0,0,530023,0,1025,36611,84368,16,64,1,0,9
chacha20_poly1305_decrypt,Z,taintnop,15,259.794,1000,0,pmc,cntvct,0,0,0,0,266894,0,1025,17745,84528,16,64,1,0,9
chacha20_poly1305_decrypt,A,base,15,276.424,1000,0,pmc,cntvct,0,0,0,0,284007,0,1025,19119,83200,16,64,1,0,9
chacha20_poly1305_decrypt,C,base,15,273.260,1000,1,pmc,cntvct,0,0,0,0,280928,0,1025,19196,83200,16,64,1,0,9
aesni256gcm_encrypt,A,base,1,62.303,1000,0,pmc,cntvct,0,0,0,0,131171,0,1025,4031,20112,16,64,1,0,9
aesni256gcm_encrypt,C,base,1,61.209,1000,1,pmc,cntvct,0,0,0,0,69810,0,1025,4049,20112,16,64,1,0,9
aesni256gcm_encrypt,B,base,1,111.276,1000,0,pmc,cntvct,0,0,0,0,231973,0,1025,7574,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,1,62.224,1000,0,pmc,cntvct,0,0,0,0,127987,0,1025,4362,20368,16,64,1,0,9
aesni256gcm_encrypt,P,taint,1,106.734,1000,0,pmc,cntvct,0,0,0,0,215762,0,1025,7005,20144,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,1,61.428,1000,0,pmc,cntvct,0,0,0,0,252907,0,1025,4041,20144,16,64,1,0,9
aesni256gcm_encrypt,C,base,2,61.144,1000,1,pmc,cntvct,0,0,0,0,69224,0,1025,4121,20113,16,64,1,0,9
aesni256gcm_encrypt,B,base,2,110.182,1000,0,pmc,cntvct,0,0,0,0,119909,0,1025,7891,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,2,63.381,1000,0,pmc,cntvct,0,0,0,0,72378,0,1025,4478,20369,16,64,1,0,9
aesni256gcm_encrypt,P,taint,2,103.107,1000,0,pmc,cntvct,0,0,0,0,115962,0,1025,6985,20144,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,2,64.435,1000,0,pmc,cntvct,0,0,0,0,75456,0,1025,4148,20144,16,64,1,0,9
aesni256gcm_encrypt,A,base,2,59.941,1000,0,pmc,cntvct,0,0,0,0,68152,0,1025,4069,20112,16,64,1,0,9
aesni256gcm_encrypt,B,base,3,115.100,1000,0,pmc,cntvct,0,0,0,0,124016,0,1025,7801,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,3,63.429,1000,0,pmc,cntvct,0,0,0,0,72262,0,1025,4291,20369,16,64,1,0,9
aesni256gcm_encrypt,P,taint,3,102.771,1000,0,pmc,cntvct,0,0,0,0,115413,0,1025,7037,20144,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,3,61.215,1000,0,pmc,cntvct,0,0,0,0,71231,0,1025,3953,20146,16,64,1,0,9
aesni256gcm_encrypt,A,base,3,62.938,1000,0,pmc,cntvct,0,0,0,0,70535,0,1025,4030,20112,16,64,1,0,9
aesni256gcm_encrypt,C,base,3,61.415,1000,1,pmc,cntvct,0,0,0,0,69161,0,1025,4013,20112,16,64,1,0,9
aesni256gcm_encrypt,T,base,4,63.457,1000,0,pmc,cntvct,0,0,0,0,72380,0,1025,4109,20368,16,64,1,0,9
aesni256gcm_encrypt,P,taint,4,101.988,1000,0,pmc,cntvct,0,0,0,0,114446,0,1025,6981,20144,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,4,60.144,1000,0,pmc,cntvct,0,0,0,0,71181,0,1025,3972,20144,16,64,1,0,9
aesni256gcm_encrypt,A,base,4,61.249,1000,0,pmc,cntvct,0,0,0,0,68853,0,1025,4062,20113,16,64,1,0,9
aesni256gcm_encrypt,C,base,4,62.376,1000,1,pmc,cntvct,0,0,0,0,69542,0,1025,4196,20112,16,64,1,0,9
aesni256gcm_encrypt,B,base,4,110.450,1000,0,pmc,cntvct,0,0,0,0,119617,0,1025,7634,20448,16,64,1,0,9
aesni256gcm_encrypt,P,taint,5,101.010,1000,0,pmc,cntvct,0,0,0,0,113844,0,1025,6970,20144,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,5,59.443,1000,0,pmc,cntvct,0,0,0,0,69333,0,1025,4024,20144,16,64,1,0,9
aesni256gcm_encrypt,A,base,5,63.935,1000,0,pmc,cntvct,0,0,0,0,71518,0,1025,4265,20113,16,64,1,0,9
aesni256gcm_encrypt,C,base,5,58.691,1000,1,pmc,cntvct,0,0,0,0,66482,0,1025,4029,20112,16,64,1,0,9
aesni256gcm_encrypt,B,base,5,112.794,1000,0,pmc,cntvct,0,0,0,0,122455,0,1025,7587,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,5,66.679,1000,0,pmc,cntvct,0,0,0,0,76268,0,1025,4346,20368,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,6,60.731,1000,0,pmc,cntvct,0,0,0,0,72191,0,1025,3984,20144,16,64,1,0,9
aesni256gcm_encrypt,A,base,6,63.329,1000,0,pmc,cntvct,0,0,0,0,70935,0,1025,4205,20113,16,64,1,0,9
aesni256gcm_encrypt,C,base,6,61.157,1000,1,pmc,cntvct,0,0,0,0,69070,0,1025,3983,20113,16,64,1,0,9
aesni256gcm_encrypt,B,base,6,109.810,1000,0,pmc,cntvct,0,0,0,0,119537,0,1025,7607,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,6,62.671,1000,0,pmc,cntvct,0,0,0,0,70833,0,1025,4208,20368,16,64,1,0,9
aesni256gcm_encrypt,P,taint,6,102.518,1000,0,pmc,cntvct,0,0,0,0,114535,0,1025,6956,20144,16,64,1,0,9
aesni256gcm_encrypt,A,base,7,60.682,1000,0,pmc,cntvct,0,0,0,0,69017,0,1025,4034,20112,16,64,1,0,9
aesni256gcm_encrypt,C,base,7,63.480,1000,1,pmc,cntvct,0,0,0,0,70955,0,1025,4201,20112,16,64,1,0,9
aesni256gcm_encrypt,B,base,7,110.461,1000,0,pmc,cntvct,0,0,0,0,120253,0,1025,7712,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,7,63.389,1000,0,pmc,cntvct,0,0,0,0,71010,0,1025,4323,20368,16,64,1,0,9
aesni256gcm_encrypt,P,taint,7,103.484,1000,0,pmc,cntvct,0,0,0,0,115418,0,1025,6930,20143,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,7,59.934,1000,0,pmc,cntvct,0,0,0,0,70602,0,1025,4035,20144,16,64,1,0,9
aesni256gcm_encrypt,C,base,8,58.617,1000,1,pmc,cntvct,0,0,0,0,65869,0,1025,3998,20113,16,64,1,0,9
aesni256gcm_encrypt,B,base,8,111.498,1000,0,pmc,cntvct,0,0,0,0,121789,0,1025,7616,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,8,62.500,1000,0,pmc,cntvct,0,0,0,0,69892,0,1025,4210,20368,16,64,1,0,9
aesni256gcm_encrypt,P,taint,8,100.900,1000,0,pmc,cntvct,0,0,0,0,112190,0,1025,6952,20144,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,8,59.289,1000,0,pmc,cntvct,0,0,0,0,69413,0,1025,3942,20144,16,64,1,0,9
aesni256gcm_encrypt,A,base,8,61.865,1000,0,pmc,cntvct,0,0,0,0,70294,0,1025,4118,20112,16,64,1,0,9
aesni256gcm_encrypt,B,base,9,113.087,1000,0,pmc,cntvct,0,0,0,0,122295,0,1025,7956,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,9,61.399,1000,0,pmc,cntvct,0,0,0,0,68943,0,1025,4118,20369,16,64,1,0,9
aesni256gcm_encrypt,P,taint,9,102.131,1000,0,pmc,cntvct,0,0,0,0,113253,0,1025,6985,20144,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,9,59.088,1000,0,pmc,cntvct,0,0,0,0,69387,0,1025,3888,20144,16,64,1,0,9
aesni256gcm_encrypt,A,base,9,59.484,1000,0,pmc,cntvct,0,0,0,0,68084,0,1025,4158,20112,16,64,1,0,9
aesni256gcm_encrypt,C,base,9,58.729,1000,1,pmc,cntvct,0,0,0,0,67707,0,1025,4001,20112,16,64,1,0,9
aesni256gcm_encrypt,T,base,10,61.049,1000,0,pmc,cntvct,0,0,0,0,71439,0,1025,4132,20368,16,64,1,0,9
aesni256gcm_encrypt,P,taint,10,100.944,1000,0,pmc,cntvct,0,0,0,0,113569,0,1025,6974,20144,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,10,63.996,1000,0,pmc,cntvct,0,0,0,0,75086,0,1025,4079,20144,16,64,1,0,9
aesni256gcm_encrypt,A,base,10,61.402,1000,0,pmc,cntvct,0,0,0,0,68759,0,1025,4026,20112,16,64,1,0,9
aesni256gcm_encrypt,C,base,10,61.244,1000,1,pmc,cntvct,0,0,0,0,70033,0,1025,3982,20113,16,64,1,0,9
aesni256gcm_encrypt,B,base,10,113.400,1000,0,pmc,cntvct,0,0,0,0,123192,0,1025,7709,20448,16,64,1,0,9
aesni256gcm_encrypt,P,taint,11,102.151,1000,0,pmc,cntvct,0,0,0,0,114069,0,1025,7001,20144,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,11,60.107,1000,0,pmc,cntvct,0,0,0,0,70194,0,1025,4022,20145,16,64,1,0,9
aesni256gcm_encrypt,A,base,11,61.262,1000,0,pmc,cntvct,0,0,0,0,68471,0,1025,4163,20113,16,64,1,0,9
aesni256gcm_encrypt,C,base,11,58.376,1000,1,pmc,cntvct,0,0,0,0,67454,0,1025,4021,20113,16,64,1,0,9
aesni256gcm_encrypt,B,base,11,111.268,1000,0,pmc,cntvct,0,0,0,0,120185,0,1025,7586,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,11,63.656,1000,0,pmc,cntvct,0,0,0,0,71492,0,1025,4393,20369,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,12,57.827,1000,0,pmc,cntvct,0,0,0,0,67827,0,1025,3903,20144,16,64,1,0,9
aesni256gcm_encrypt,A,base,12,62.353,1000,0,pmc,cntvct,0,0,0,0,70309,0,1025,4086,20113,16,64,1,0,9
aesni256gcm_encrypt,C,base,12,62.453,1000,1,pmc,cntvct,0,0,0,0,71702,0,1025,4218,20112,16,64,1,0,9
aesni256gcm_encrypt,B,base,12,110.129,1000,0,pmc,cntvct,0,0,0,0,120021,0,1025,7616,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,12,64.743,1000,0,pmc,cntvct,0,0,0,0,72207,0,1025,4075,20368,16,64,1,0,9
aesni256gcm_encrypt,P,taint,12,99.848,1000,0,pmc,cntvct,0,0,0,0,110183,0,1025,6982,20144,16,64,1,0,9
aesni256gcm_encrypt,A,base,13,64.129,1000,0,pmc,cntvct,0,0,0,0,71380,0,1025,4286,20112,16,64,1,0,9
aesni256gcm_encrypt,C,base,13,62.545,1000,1,pmc,cntvct,0,0,0,0,71251,0,1025,3990,20112,16,64,1,0,9
aesni256gcm_encrypt,B,base,13,111.498,1000,0,pmc,cntvct,0,0,0,0,120914,0,1025,7609,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,13,60.852,1000,0,pmc,cntvct,0,0,0,0,68601,0,1025,4439,20368,16,64,1,0,9
aesni256gcm_encrypt,P,taint,13,102.182,1000,0,pmc,cntvct,0,0,0,0,112577,0,1025,6941,20144,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,13,60.437,1000,0,pmc,cntvct,0,0,0,0,70438,0,1025,4313,20144,16,64,1,0,9
aesni256gcm_encrypt,C,base,14,61.075,1000,1,pmc,cntvct,0,0,0,0,69552,0,1025,4050,20112,16,64,1,0,9
aesni256gcm_encrypt,B,base,14,112.157,1000,0,pmc,cntvct,0,0,0,0,122615,0,1025,7712,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,14,64.464,1000,0,pmc,cntvct,0,0,0,0,72796,0,1025,4299,20368,16,64,1,0,9
aesni256gcm_encrypt,P,taint,14,100.100,1000,0,pmc,cntvct,0,0,0,0,111267,0,1025,6942,20144,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,14,59.899,1000,0,pmc,cntvct,0,0,0,0,69227,0,1025,4051,20144,16,64,1,0,9
aesni256gcm_encrypt,A,base,14,60.861,1000,0,pmc,cntvct,0,0,0,0,70111,0,1025,4083,20112,16,64,1,0,9
aesni256gcm_encrypt,B,base,15,111.633,1000,0,pmc,cntvct,0,0,0,0,120510,0,1025,7610,20448,16,64,1,0,9
aesni256gcm_encrypt,T,base,15,64.745,1000,0,pmc,cntvct,0,0,0,0,72612,0,1025,4175,20368,16,64,1,0,9
aesni256gcm_encrypt,P,taint,15,102.661,1000,0,pmc,cntvct,0,0,0,0,114162,0,1025,6901,20144,16,64,1,0,9
aesni256gcm_encrypt,Z,taintnop,15,62.179,1000,0,pmc,cntvct,0,0,0,0,72052,0,1025,4108,20145,16,64,1,0,9
aesni256gcm_encrypt,A,base,15,60.701,1000,0,pmc,cntvct,0,0,0,0,69449,0,1025,4053,20112,16,64,1,0,9
aesni256gcm_encrypt,C,base,15,58.254,1000,1,pmc,cntvct,0,0,0,0,67335,0,1025,4030,20112,16,64,1,0,9
aesni256gcm_decrypt,A,base,1,86.223,1000,0,pmc,cntvct,0,0,0,0,88973,0,1025,4673,23969,16,64,1,0,9
aesni256gcm_decrypt,C,base,1,92.574,1000,1,pmc,cntvct,0,0,0,0,95948,0,1025,5019,23968,16,64,1,0,9
aesni256gcm_decrypt,B,base,1,148.326,1000,0,pmc,cntvct,0,0,0,0,152410,0,1025,10283,24144,16,64,1,0,9
aesni256gcm_decrypt,T,base,1,88.748,1000,0,pmc,cntvct,0,0,0,0,91415,0,1025,4895,24224,16,64,1,0,9
aesni256gcm_decrypt,P,taint,1,141.218,1000,0,pmc,cntvct,0,0,0,0,145759,0,1025,9631,24000,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,1,82.223,1000,0,pmc,cntvct,0,0,0,0,85095,0,1025,4828,24001,16,64,1,0,9
aesni256gcm_decrypt,C,base,2,92.486,1000,1,pmc,cntvct,0,0,0,0,95859,0,1025,4902,23969,16,64,1,0,9
aesni256gcm_decrypt,B,base,2,148.038,1000,0,pmc,cntvct,0,0,0,0,152329,0,1025,10292,24145,16,64,1,0,9
aesni256gcm_decrypt,T,base,2,88.555,1000,0,pmc,cntvct,0,0,0,0,91890,0,1025,4936,24224,16,64,1,0,9
aesni256gcm_decrypt,P,taint,2,140.032,1000,0,pmc,cntvct,0,0,0,0,144739,0,1025,9731,24000,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,2,85.652,1000,0,pmc,cntvct,0,0,0,0,88901,0,1025,4671,24000,16,64,1,0,9
aesni256gcm_decrypt,A,base,2,87.607,1000,0,pmc,cntvct,0,0,0,0,90817,0,1025,4862,23968,16,64,1,0,9
aesni256gcm_decrypt,B,base,3,148.129,1000,0,pmc,cntvct,0,0,0,0,152753,0,1025,10227,24144,16,64,1,0,9
aesni256gcm_decrypt,T,base,3,86.196,1000,0,pmc,cntvct,0,0,0,0,89483,0,1025,5007,24225,16,64,1,0,9
aesni256gcm_decrypt,P,taint,3,139.195,1000,0,pmc,cntvct,0,0,0,0,143447,0,1025,9686,24001,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,3,83.597,1000,0,pmc,cntvct,0,0,0,0,86560,0,1025,4856,24000,16,64,1,0,9
aesni256gcm_decrypt,A,base,3,87.454,1000,0,pmc,cntvct,0,0,0,0,90829,0,1025,4820,23968,16,64,1,0,9
aesni256gcm_decrypt,C,base,3,92.651,1000,1,pmc,cntvct,0,0,0,0,96026,0,1025,4850,23968,16,64,1,0,9
aesni256gcm_decrypt,T,base,4,87.849,1000,0,pmc,cntvct,0,0,0,0,91681,0,1025,5060,24224,16,64,1,0,9
aesni256gcm_decrypt,P,taint,4,140.653,1000,0,pmc,cntvct,0,0,0,0,145110,0,1025,9632,24000,16,64,1,0,9
