benchmark,arm,archive,rep,mean_ticks,n,dit_exit,cycle_src,timer_src,tot_cyc,tot_ins,map_stall,flush,reg_cyc,reg_ins,reg_n,samp_cyc,samp_ins,samp_n,samp_every,pmc_off,reg_drop
chacha20_poly1305_decrypt,B,base,1,295.782,1000,0,kperf,cntvct,12253150,47578159,1612119,11311,4034652,18944258,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,1,246.636,1000,0,kperf,cntvct,12207475,47604743,1559188,5168,3727774,18939535,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,1,608.592,1000,0,kperf,cntvct,15489296,47765378,1798796,70781,5426205,18996880,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,1,246.568,1000,0,kperf,cntvct,12289832,47768134,1545563,5165,3765103,18997160,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,2,261.694,1000,1,kperf,cntvct,11513361,47337254,1631417,5154,3887123,18922985,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,2,291.488,1000,0,kperf,cntvct,11884081,47398568,1588040,11307,3907416,18938735,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,2,247.857,1000,0,kperf,cntvct,12122634,47441783,1563184,5165,3780957,18940615,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,2,612.081,1000,0,kperf,cntvct,15333754,47547528,1788777,70775,5466344,19006340,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,2,245.480,1000,0,kperf,cntvct,12130487,47571028,1533411,5173,3743691,19008120,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,2,246.785,1000,0,kperf,cntvct,12042891,47383071,1556233,5267,3741189,18924105,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,3,295.875,1000,0,kperf,cntvct,12011933,47402563,1591792,11317,4023890,18939715,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,3,254.387,1000,0,kperf,cntvct,12113275,47444791,1583489,5161,3755351,18937665,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,3,609.717,1000,0,kperf,cntvct,15347451,47551145,1822131,70765,5454543,18996230,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,3,247.100,1000,0,kperf,cntvct,12092173,47539199,1582262,5159,3725053,18993365,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,3,244.893,1000,0,kperf,cntvct,12086595,47361631,1552758,5163,3754178,18913165,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,3,260.207,1000,1,kperf,cntvct,11549863,47368718,1631297,5154,3891685,18933005,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,4,247.142,1000,0,kperf,cntvct,12308005,47446419,1539779,5165,3793396,18941746,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,4,612.443,1000,0,kperf,cntvct,15382107,47550869,1809828,70761,5462195,18999510,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,4,245.794,1000,0,kperf,cntvct,12097516,47570939,1552460,5173,3765354,19007600,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,4,250.384,1000,0,kperf,cntvct,12111729,47375352,1556182,5177,3774197,18924333,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,4,260.584,1000,1,kperf,cntvct,11495847,47349653,1646499,5154,3858036,18925605,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,4,296.734,1000,0,kperf,cntvct,11972692,47390561,1595474,11316,3993714,18950545,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,5,607.689,1000,0,kperf,cntvct,15399289,47528477,1804022,70806,5453526,18986630,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,5,247.175,1000,0,kperf,cntvct,12052612,47539058,1540480,5198,3768679,18995015,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,5,246.538,1000,0,kperf,cntvct,12021062,47377293,1566112,5224,3766805,18923395,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,5,271.362,1000,1,kperf,cntvct,11549035,47357729,1643209,5155,3921039,18931205,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,5,292.812,1000,0,kperf,cntvct,11888794,47357321,1591454,11309,3962802,18934245,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,5,248.264,1000,0,kperf,cntvct,12066477,47442133,1582707,5166,3766176,18942005,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,6,245.060,1000,0,kperf,cntvct,12064561,47544872,1538374,5166,3753206,18994595,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,6,247.904,1000,0,kperf,cntvct,11997572,47359157,1520526,5271,3762693,18914365,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,6,260.744,1000,1,kperf,cntvct,11480301,47363776,1636484,5156,3854636,18925715,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,6,294.869,1000,0,kperf,cntvct,11980026,47367196,1597987,11318,3977842,18940435,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,6,246.655,1000,0,kperf,cntvct,12058411,47436086,1551922,5163,3746436,18942005,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,6,609.535,1000,0,kperf,cntvct,15419291,47541216,1794510,70807,5450053,18997170,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,7,246.525,1000,0,kperf,cntvct,12094571,47391825,1565700,5172,3756403,18923405,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,7,258.267,1000,1,kperf,cntvct,11486281,47337436,1635143,5154,3858895,18918765,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,7,292.644,1000,0,kperf,cntvct,12059716,47401851,1641423,11310,4007286,18948585,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,7,247.674,1000,0,kperf,cntvct,12637849,47619167,1557917,5180,3746426,18942005,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,7,610.433,1000,0,kperf,cntvct,15328482,47577137,1811463,70763,5443449,18999040,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,7,247.488,1000,0,kperf,cntvct,12136904,47557591,1545847,5168,3763824,18992435,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,8,260.802,1000,1,kperf,cntvct,11496065,47357261,1635449,5154,3842894,18923995,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,8,292.962,1000,0,kperf,cntvct,12025196,47382400,1594914,11310,3986401,18943475,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,8,247.671,1000,0,kperf,cntvct,12067412,47454545,1565963,5274,3775474,18943465,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,8,608.415,1000,0,kperf,cntvct,15425825,47553172,1791197,70774,5468414,18999170,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,8,245.223,1000,0,kperf,cntvct,12006143,47558345,1530855,5163,3738820,19000780,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,8,246.304,1000,0,kperf,cntvct,12071890,47412783,1537140,5166,3759785,18924865,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,9,292.454,1000,0,kperf,cntvct,11946911,47377236,1586259,11325,3962232,18940075,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,9,246.952,1000,0,kperf,cntvct,12025729,47441814,1548846,5174,3754511,18941085,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,9,609.267,1000,0,kperf,cntvct,15365078,47544019,1791526,70766,5445578,18998240,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,9,245.569,1000,0,kperf,cntvct,12006971,47556360,1516428,5175,3725992,19001565,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,9,246.244,1000,0,kperf,cntvct,11924723,47409971,1551747,5164,3719807,18923485,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,9,259.742,1000,1,kperf,cntvct,11544307,47328563,1673664,5154,3871442,18923985,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,10,245.490,1000,0,kperf,cntvct,12106009,47449927,1549302,5161,3793574,18945165,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,10,607.754,1000,0,kperf,cntvct,15370695,47548820,1812742,70763,5445821,18999370,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,10,245.683,1000,0,kperf,cntvct,12092753,47550686,1512673,5167,3774553,18993225,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,10,246.214,1000,0,kperf,cntvct,12021028,47412972,1568584,5163,3727103,18923665,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,10,260.278,1000,1,kperf,cntvct,11433362,47329916,1627229,5154,3838643,18924395,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,10,292.157,1000,0,kperf,cntvct,11981728,47368295,1583174,11314,3955614,18929835,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,11,607.261,1000,0,kperf,cntvct,15423627,47554105,1822698,70770,5465876,19000190,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,11,245.260,1000,0,kperf,cntvct,12209382,47554894,1545284,5160,3789868,18993925,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,11,245.822,1000,0,kperf,cntvct,12062634,47394226,1556792,5164,3776122,18913975,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,11,260.469,1000,1,kperf,cntvct,11489244,47311936,1633604,5155,3838374,18913733,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,11,293.029,1000,0,kperf,cntvct,11825769,47355481,1578728,11332,3949918,18929465,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,11,246.159,1000,0,kperf,cntvct,11987260,47449227,1544479,5173,3737000,18943221,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,12,245.995,1000,0,kperf,cntvct,12184991,47566650,1548894,5166,3771610,19003845,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,12,247.877,1000,0,kperf,cntvct,12129828,47433210,1569597,5172,3773396,18932295,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,12,259.754,1000,1,kperf,cntvct,11607430,47328284,1633459,5154,3866332,18923805,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,12,294.370,1000,0,kperf,cntvct,11878435,47387277,1591072,11312,3982653,18944979,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,12,246.029,1000,0,kperf,cntvct,12042815,47449664,1539620,5166,3749237,18939815,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,12,607.054,1000,0,kperf,cntvct,15324762,47534396,1805105,70769,5421542,18986520,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,13,246.908,1000,0,kperf,cntvct,12050675,47391650,1564747,5169,3734645,18913235,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,13,261.753,1000,1,kperf,cntvct,11430795,47316224,1659255,5154,3851329,18921265,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,13,294.209,1000,0,kperf,cntvct,11893048,47386393,1590782,11311,3990253,18938345,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,13,245.773,1000,0,kperf,cntvct,12162448,47449447,1562947,5166,3746058,18940385,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,13,607.336,1000,0,kperf,cntvct,15339508,47529190,1799055,70761,5445957,18986620,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,13,246.720,1000,0,kperf,cntvct,12284051,47575696,1551029,5164,3838366,18999140,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,14,260.368,1000,1,kperf,cntvct,11478854,47334996,1644215,5155,3853142,18922045,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,14,293.083,1000,0,kperf,cntvct,11992475,47378955,1594916,11321,3991234,18940295,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,14,246.349,1000,0,kperf,cntvct,12070585,47452429,1541855,5171,3769472,18941855,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,14,609.170,1000,0,kperf,cntvct,15386644,47549503,1801344,70766,5476216,19000800,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,14,247.623,1000,0,kperf,cntvct,12270026,47587887,1527326,5167,3831956,18997795,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,14,247.004,1000,0,kperf,cntvct,12174854,47470076,1591616,5174,3777583,18913645,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,B,base,15,293.334,1000,0,kperf,cntvct,11952909,47377667,1583795,11313,3965496,18938925,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,T,base,15,247.752,1000,0,kperf,cntvct,12127404,47442301,1562946,5161,3774962,18939796,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,P,taint,15,611.029,1000,0,kperf,cntvct,15383782,47633891,1798650,70764,5464960,19000180,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,Z,taintnop,15,245.631,1000,0,kperf,cntvct,12142761,47580133,1544193,5168,3786610,18991635,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,A,base,15,245.726,1000,0,kperf,cntvct,12113682,47388124,1541638,5211,3782965,18925605,1025,0,0,0,64,0,0
chacha20_poly1305_decrypt,C,base,15,260.850,1000,1,kperf,cntvct,11506845,47337886,1625253,5154,3847372,18922045,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,1,55.859,1000,0,kperf,cntvct,13643222,45362962,679993,6202,2991154,14973977,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,1,58.188,1000,1,kperf,cntvct,12262039,45031013,817720,6180,2984480,14886613,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,1,102.648,1000,0,kperf,cntvct,13583251,45382379,712885,12377,3194228,14996876,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,1,54.555,1000,0,kperf,cntvct,13621695,45400500,744347,6216,3012323,14990063,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,1,97.345,1000,0,kperf,cntvct,13871302,45373217,641303,10294,3083544,14975022,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,1,53.676,1000,0,kperf,cntvct,13700371,45475938,732398,6193,3010215,14976202,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,2,57.171,1000,1,kperf,cntvct,12198093,45034260,805276,6181,2944378,14884423,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,2,101.048,1000,0,kperf,cntvct,13337259,45156172,699588,12365,3087496,14899483,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,2,56.655,1000,0,kperf,cntvct,13448492,45200120,691930,6186,2921357,14906933,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,2,94.571,1000,0,kperf,cntvct,13723482,45167371,601589,10289,3028170,14890248,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,2,57.121,1000,0,kperf,cntvct,13457811,45173545,710532,6189,2974996,14894324,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,2,58.211,1000,0,kperf,cntvct,13514038,45151313,733383,6185,2928342,14888098,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,3,101.351,1000,0,kperf,cntvct,13349365,45168970,706035,12343,3082715,14907178,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,3,53.061,1000,0,kperf,cntvct,13539672,45200230,720442,6185,2962991,14907178,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,3,94.940,1000,0,kperf,cntvct,13759958,45162504,646349,10294,3046358,14893078,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,3,55.532,1000,0,kperf,cntvct,13428528,45166900,725320,6187,2940088,14897228,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,3,58.096,1000,0,kperf,cntvct,13590032,45158362,749184,6186,2970716,14890783,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,3,56.716,1000,1,kperf,cntvct,12179326,45061636,810239,6181,2940940,14889958,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,4,58.146,1000,0,kperf,cntvct,13508123,45192413,703044,6205,2944458,14905298,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,4,94.651,1000,0,kperf,cntvct,13732534,45165264,636350,10290,3026529,14890883,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,4,54.692,1000,0,kperf,cntvct,13593842,45173761,714713,6190,2976054,14895508,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,4,56.519,1000,0,kperf,cntvct,13473486,45147539,724546,6187,2963085,14887418,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,4,59.895,1000,1,kperf,cntvct,12288214,45151072,819606,6180,2990667,14890658,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,4,102.117,1000,0,kperf,cntvct,13356618,45135119,707758,12343,3097871,14902793,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,5,93.482,1000,0,kperf,cntvct,13760568,45159367,597245,10290,3070864,14892188,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,5,55.410,1000,0,kperf,cntvct,13484818,45187201,706653,6187,2971989,14902223,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,5,57.847,1000,0,kperf,cntvct,13445384,45148284,732248,6189,2945523,14890728,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,5,56.376,1000,1,kperf,cntvct,12290819,45063032,804962,6180,2997590,14888208,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,5,100.334,1000,0,kperf,cntvct,13436950,45140295,692374,12368,3153432,14906788,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,5,56.904,1000,0,kperf,cntvct,13403820,45192794,740937,6196,2910316,14907378,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,6,55.724,1000,0,kperf,cntvct,13652496,45171280,703214,6199,2993244,14890728,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,6,59.653,1000,0,kperf,cntvct,13418173,45142442,719528,6200,2931954,14884108,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,6,56.257,1000,1,kperf,cntvct,12309506,45054959,839071,6180,2978052,14887313,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,6,103.246,1000,0,kperf,cntvct,13276522,45153167,740888,12360,3078961,14905623,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,6,56.373,1000,0,kperf,cntvct,13409312,45190879,730397,6201,2935107,14907588,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,6,93.609,1000,0,kperf,cntvct,13985589,45176147,732388,10289,3084172,14895763,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,7,55.990,1000,0,kperf,cntvct,13586071,45243917,729122,6200,2937940,14890968,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,7,56.447,1000,1,kperf,cntvct,12328941,45080634,816962,6181,3008369,14895903,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,7,101.374,1000,0,kperf,cntvct,13328972,45150043,715612,12337,3063267,14905948,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,7,56.148,1000,0,kperf,cntvct,13451695,45270554,767182,6192,2944205,14900413,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,7,93.095,1000,0,kperf,cntvct,13646532,45161576,613305,10289,2994180,14893028,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,7,54.668,1000,0,kperf,cntvct,13425406,45171119,692442,6186,2916897,14891913,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,8,55.735,1000,1,kperf,cntvct,12199642,45073498,809872,6181,2930674,14892253,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,8,102.409,1000,0,kperf,cntvct,13311968,45138654,710119,12350,3094496,14906448,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,8,55.255,1000,0,kperf,cntvct,13417110,45198928,723646,6186,2908626,14905223,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,8,93.586,1000,0,kperf,cntvct,13733286,45157606,608610,10285,3034488,14889818,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,8,55.829,1000,0,kperf,cntvct,13430220,45167233,706883,6188,2916596,14891658,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,8,59.385,1000,0,kperf,cntvct,13520247,45168514,760279,6199,2999571,14887183,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,9,102.209,1000,0,kperf,cntvct,13356543,45146011,724106,12438,3094806,14902498,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,9,55.304,1000,0,kperf,cntvct,13450898,45191712,753323,6188,2952688,14903058,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,9,95.086,1000,0,kperf,cntvct,13719706,45157630,616831,10335,3017845,14891848,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,9,54.795,1000,0,kperf,cntvct,13438393,45165255,747029,6227,2914188,14890538,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,9,56.029,1000,0,kperf,cntvct,13436233,45173801,778102,6190,2918318,14893468,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,9,57.894,1000,1,kperf,cntvct,12271314,45057697,828236,6180,2916105,14896878,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,10,56.304,1000,0,kperf,cntvct,13417925,45192658,737595,6193,2929596,14908018,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,10,100.480,1000,0,kperf,cntvct,13775127,45172228,632250,10289,3076052,14895393,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,10,55.446,1000,0,kperf,cntvct,13538794,45168295,721353,6193,2989593,14893558,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,10,55.866,1000,0,kperf,cntvct,13398351,45170950,715122,6186,2932395,14891758,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,10,56.712,1000,1,kperf,cntvct,12275429,45045860,816110,6181,2973332,14891503,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,10,101.185,1000,0,kperf,cntvct,13390063,45158271,702736,12371,3140718,14911383,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,11,97.343,1000,0,kperf,cntvct,13786679,45162134,618180,10293,3074738,14893078,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,11,54.433,1000,0,kperf,cntvct,13518237,45162502,728981,6195,2973266,14893108,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,11,54.912,1000,0,kperf,cntvct,13460541,45169642,730652,6192,2956826,14887358,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,11,55.719,1000,1,kperf,cntvct,12192287,45037497,789718,6180,2953166,14890838,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,11,100.782,1000,0,kperf,cntvct,13299463,45146315,716653,12340,3082016,14908383,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,11,55.507,1000,0,kperf,cntvct,13450438,45178569,754045,6193,2913555,14901083,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,12,55.558,1000,0,kperf,cntvct,13318516,45169630,697263,6193,2888305,14890873,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,12,56.113,1000,0,kperf,cntvct,13417994,45168211,720142,6192,2902801,14886628,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,12,55.920,1000,1,kperf,cntvct,12187303,45024899,811424,6180,2941441,14884303,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,12,101.936,1000,0,kperf,cntvct,13363176,45140074,698120,12369,3109539,14904608,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,12,57.709,1000,0,kperf,cntvct,13555386,45286350,744501,6187,3003358,14910758,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,12,97.821,1000,0,kperf,cntvct,13777168,45158502,625464,10293,3072943,14888678,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,13,58.423,1000,0,kperf,cntvct,13620952,45190394,754480,6189,2981974,14897667,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,13,56.078,1000,1,kperf,cntvct,12287327,45045046,812089,6181,2984766,14890073,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,13,100.628,1000,0,kperf,cntvct,13284375,45153376,706850,12343,3110806,14912313,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,13,56.628,1000,0,kperf,cntvct,13528844,45195043,812244,6188,2946550,14907898,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,13,96.261,1000,0,kperf,cntvct,13796032,45158689,624637,10301,3069373,14891888,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,13,57.403,1000,0,kperf,cntvct,13445431,45187714,731261,6187,2915793,14891338,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,14,56.066,1000,1,kperf,cntvct,12244140,45047059,813214,6181,2968763,14889643,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,14,101.762,1000,0,kperf,cntvct,13304190,45149492,693942,12343,3097683,14903763,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,14,55.239,1000,0,kperf,cntvct,13771704,45198050,672455,6195,3035256,14906075,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,14,95.081,1000,0,kperf,cntvct,13942466,45157059,699937,10296,3061652,14890548,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,14,55.511,1000,0,kperf,cntvct,13443611,45194784,731909,6187,2964806,14900398,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,14,57.426,1000,0,kperf,cntvct,13358811,45152681,707108,6188,2924054,14888933,1025,0,0,0,64,0,0
aesni256gcm_encrypt,B,base,15,101.596,1000,0,kperf,cntvct,13297601,45134344,745804,12337,3056927,14900513,1025,0,0,0,64,0,0
aesni256gcm_encrypt,T,base,15,58.140,1000,0,kperf,cntvct,13451195,45183581,750675,6190,2921969,14906198,1025,0,0,0,64,0,0
aesni256gcm_encrypt,P,taint,15,97.785,1000,0,kperf,cntvct,13805514,45160170,614870,10290,3082452,14892188,1025,0,0,0,64,0,0
aesni256gcm_encrypt,Z,taintnop,15,55.066,1000,0,kperf,cntvct,13415216,45191835,718700,6194,2948620,14893008,1025,0,0,0,64,0,0
aesni256gcm_encrypt,A,base,15,58.150,1000,0,kperf,cntvct,13307816,45171183,730073,6194,2867158,14897613,1025,0,0,0,64,0,0
aesni256gcm_encrypt,C,base,15,57.134,1000,1,kperf,cntvct,12342468,45036879,805895,6180,2996235,14889348,1025,0,0,0,64,0,0
aesni256gcm_decrypt,A,base,1,75.611,1000,0,kperf,cntvct,13582967,45367884,712652,6199,2999965,15116700,1025,0,0,0,64,0,0
aesni256gcm_decrypt,C,base,1,73.158,1000,1,kperf,cntvct,12187769,45034128,802639,6181,3097670,15113845,1025,0,0,0,64,0,0
aesni256gcm_decrypt,B,base,1,135.759,1000,0,kperf,cntvct,13506446,45392272,705960,12372,3244754,15138100,1025,0,0,0,64,0,0
aesni256gcm_decrypt,T,base,1,75.497,1000,0,kperf,cntvct,13646796,45408004,715642,6199,2984928,15137660,1025,0,0,0,64,0,0
