benchmark,metric,arm,archive,rep,value,dit_exit
ditprobe,DitBit,Z,nopsw,13,0,
ditprobe,Const,A,baseline,13,227,
ditprobe,Perm,A,baseline,13,681,
ditprobe,CoreMHz,A,baseline,13,4405,
ditprobe,DitBit,A,baseline,13,0,
ditprobe,Const,C,baseline,13,681,
ditprobe,Perm,C,baseline,13,680,
ditprobe,CoreMHz,C,baseline,13,4380,
ditprobe,DitBit,C,baseline,13,1,
ditprobe,Const,P,hardened,13,227,
ditprobe,Perm,P,hardened,13,680,
ditprobe,CoreMHz,P,hardened,13,4393,
ditprobe,DitBit,P,hardened,13,0,
ditprobe,Const,F,func,13,227,
ditprobe,Perm,F,func,13,681,
ditprobe,CoreMHz,F,func,13,4406,
ditprobe,DitBit,F,func,13,0,
ditprobe,Const,X,fine,13,226,
ditprobe,Perm,X,fine,13,681,
ditprobe,CoreMHz,X,fine,13,4406,
ditprobe,DitBit,X,fine,13,0,
ditprobe,Const,Z,nopsw,14,227,
ditprobe,Perm,Z,nopsw,14,681,
ditprobe,CoreMHz,Z,nopsw,14,4415,
ditprobe,DitBit,Z,nopsw,14,0,
ditprobe,Const,A,baseline,14,226,
ditprobe,Perm,A,baseline,14,680,
ditprobe,CoreMHz,A,baseline,14,4408,
ditprobe,DitBit,A,baseline,14,0,
ditprobe,Const,C,baseline,14,681,
ditprobe,Perm,C,baseline,14,680,
ditprobe,CoreMHz,C,baseline,14,4398,
ditprobe,DitBit,C,baseline,14,1,
ditprobe,Const,P,hardened,14,226,
ditprobe,Perm,P,hardened,14,681,
ditprobe,CoreMHz,P,hardened,14,4395,
ditprobe,DitBit,P,hardened,14,0,
ditprobe,Const,F,func,14,226,
ditprobe,Perm,F,func,14,681,
ditprobe,CoreMHz,F,func,14,4403,
ditprobe,DitBit,F,func,14,0,
ditprobe,Const,X,fine,14,228,
ditprobe,Perm,X,fine,14,681,
ditprobe,CoreMHz,X,fine,14,4410,
ditprobe,DitBit,X,fine,14,0,
ditprobe,Const,N,narrow,14,226,
ditprobe,Perm,N,narrow,14,680,
ditprobe,CoreMHz,N,narrow,14,4415,
ditprobe,DitBit,N,narrow,14,0,
ditprobe,Const,A,baseline,15,226,
ditprobe,Perm,A,baseline,15,681,
ditprobe,CoreMHz,A,baseline,15,4415,
ditprobe,DitBit,A,baseline,15,0,
ditprobe,Const,C,baseline,15,679,
ditprobe,Perm,C,baseline,15,681,
ditprobe,CoreMHz,C,baseline,15,4397,
ditprobe,DitBit,C,baseline,15,1,
ditprobe,Const,P,hardened,15,226,
ditprobe,Perm,P,hardened,15,680,
ditprobe,CoreMHz,P,hardened,15,4415,
ditprobe,DitBit,P,hardened,15,0,
ditprobe,Const,F,func,15,226,
ditprobe,Perm,F,func,15,680,
ditprobe,CoreMHz,F,func,15,4415,
ditprobe,DitBit,F,func,15,0,
ditprobe,Const,X,fine,15,226,
ditprobe,Perm,X,fine,15,680,
