benchmark,metric,arm,archive,rep,value,dit_exit
ditprobe,Const,C,baseline,6,874,
ditprobe,Perm,C,baseline,6,870,
ditprobe,DitBit,C,baseline,6,1,
ditprobe,CoreMHz,C,baseline,6,4597,
ditprobe,Const,P,hardened,6,221,
ditprobe,Perm,P,hardened,6,870,
ditprobe,DitBit,P,hardened,6,0,
ditprobe,CoreMHz,P,hardened,6,4592,
ditprobe,Const,F,func,6,223,
ditprobe,Perm,F,func,6,871,
ditprobe,DitBit,F,func,6,0,
ditprobe,CoreMHz,F,func,6,4595,
ditprobe,Const,X,fine,6,221,
ditprobe,Perm,X,fine,6,871,
ditprobe,DitBit,X,fine,6,0,
ditprobe,CoreMHz,X,fine,6,4598,
ditprobe,Const,A,baseline,7,222,
ditprobe,Perm,A,baseline,7,870,
ditprobe,DitBit,A,baseline,7,0,
ditprobe,CoreMHz,A,baseline,7,4597,
ditprobe,Const,C,baseline,7,873,
ditprobe,Perm,C,baseline,7,870,
ditprobe,DitBit,C,baseline,7,1,
ditprobe,CoreMHz,C,baseline,7,4593,
ditprobe,Const,P,hardened,7,223,
ditprobe,Perm,P,hardened,7,870,
ditprobe,DitBit,P,hardened,7,0,
ditprobe,CoreMHz,P,hardened,7,4598,
ditprobe,Const,F,func,7,221,
ditprobe,Perm,F,func,7,870,
ditprobe,DitBit,F,func,7,0,
ditprobe,CoreMHz,F,func,7,4597,
ditprobe,Const,X,fine,7,223,
ditprobe,Perm,X,fine,7,870,
ditprobe,DitBit,X,fine,7,0,
ditprobe,CoreMHz,X,fine,7,4598,
ditprobe,Const,N,narrow,7,221,
ditprobe,Perm,N,narrow,7,870,
ditprobe,DitBit,N,narrow,7,0,
ditprobe,CoreMHz,N,narrow,7,4600,
ditprobe,Const,C,baseline,8,873,
ditprobe,Perm,C,baseline,8,870,
ditprobe,DitBit,C,baseline,8,1,
ditprobe,CoreMHz,C,baseline,8,4597,
ditprobe,Const,P,hardened,8,222,
ditprobe,Perm,P,hardened,8,871,
ditprobe,DitBit,P,hardened,8,0,
ditprobe,CoreMHz,P,hardened,8,4597,
ditprobe,Const,F,func,8,222,
ditprobe,Perm,F,func,8,870,
ditprobe,DitBit,F,func,8,0,
ditprobe,CoreMHz,F,func,8,4596,
ditprobe,Const,X,fine,8,223,
ditprobe,Perm,X,fine,8,871,
ditprobe,DitBit,X,fine,8,0,
ditprobe,CoreMHz,X,fine,8,4598,
ditprobe,Const,N,narrow,8,223,
ditprobe,Perm,N,narrow,8,871,
ditprobe,DitBit,N,narrow,8,0,
ditprobe,CoreMHz,N,narrow,8,4596,
ditprobe,Const,A,baseline,8,221,
ditprobe,Perm,A,baseline,8,871,
ditprobe,DitBit,A,baseline,8,0,
ditprobe,CoreMHz,A,baseline,8,4597,
ditprobe,Const,P,hardened,9,222,
ditprobe,Perm,P,hardened,9,872,
ditprobe,DitBit,P,hardened,9,0,
ditprobe,CoreMHz,P,hardened,9,4598,
ditprobe,Const,F,func,9,221,
ditprobe,Perm,F,func,9,870,
ditprobe,DitBit,F,func,9,0,
ditprobe,CoreMHz,F,func,9,4598,
ditprobe,Const,X,fine,9,223,
ditprobe,Perm,X,fine,9,871,
ditprobe,DitBit,X,fine,9,0,
ditprobe,CoreMHz,X,fine,9,4598,
ditprobe,Const,N,narrow,9,223,
ditprobe,Perm,N,narrow,9,870,
ditprobe,DitBit,N,narrow,9,0,
ditprobe,CoreMHz,N,narrow,9,4597,
ditprobe,Const,A,baseline,9,222,
ditprobe,Perm,A,baseline,9,870,
ditprobe,DitBit,A,baseline,9,0,
ditprobe,CoreMHz,A,baseline,9,4592,
ditprobe,Const,C,baseline,9,874,
ditprobe,Perm,C,baseline,9,870,
ditprobe,DitBit,C,baseline,9,1,
ditprobe,CoreMHz,C,baseline,9,4595,
ditprobe,Const,F,func,10,223,
ditprobe,Perm,F,func,10,871,
ditprobe,DitBit,F,func,10,0,
ditprobe,CoreMHz,F,func,10,4599,
ditprobe,Const,X,fine,10,221,
ditprobe,Perm,X,fine,10,870,
ditprobe,DitBit,X,fine,10,0,
ditprobe,CoreMHz,X,fine,10,4595,
ditprobe,Const,N,narrow,10,221,
ditprobe,Perm,N,narrow,10,870,
ditprobe,DitBit,N,narrow,10,0,
ditprobe,CoreMHz,N,narrow,10,4590,
ditprobe,Const,A,baseline,10,224,
ditprobe,Perm,A,baseline,10,869,
ditprobe,DitBit,A,baseline,10,0,
ditprobe,CoreMHz,A,baseline,10,4603,
ditprobe,Const,C,baseline,10,873,
ditprobe,Perm,C,baseline,10,873,
ditprobe,DitBit,C,baseline,10,1,
ditprobe,CoreMHz,C,baseline,10,4589,
ditprobe,Const,P,hardened,10,223,
ditprobe,Perm,P,hardened,10,870,
ditprobe,DitBit,P,hardened,10,0,
ditprobe,CoreMHz,P,hardened,10,4593,
ditprobe,Const,X,fine,11,223,
ditprobe,Perm,X,fine,11,871,
ditprobe,DitBit,X,fine,11,0,
ditprobe,CoreMHz,X,fine,11,4591,
ditprobe,Const,N,narrow,11,223,
ditprobe,Perm,N,narrow,11,870,
ditprobe,DitBit,N,narrow,11,0,
ditprobe,CoreMHz,N,narrow,11,4594,
ditprobe,Const,A,baseline,11,221,
ditprobe,Perm,A,baseline,11,870,
ditprobe,DitBit,A,baseline,11,0,
ditprobe,CoreMHz,A,baseline,11,4596,
ditprobe,Const,C,baseline,11,875,
ditprobe,Perm,C,baseline,11,870,
ditprobe,DitBit,C,baseline,11,1,
ditprobe,CoreMHz,C,baseline,11,4596,
ditprobe,Const,P,hardened,11,223,
ditprobe,Perm,P,hardened,11,870,
ditprobe,DitBit,P,hardened,11,0,
ditprobe,CoreMHz,P,hardened,11,4597,
ditprobe,Const,F,func,11,222,
ditprobe,Perm,F,func,11,870,
ditprobe,DitBit,F,func,11,0,
ditprobe,CoreMHz,F,func,11,4596,
ditprobe,Const,N,narrow,12,221,
ditprobe,Perm,N,narrow,12,871,
ditprobe,DitBit,N,narrow,12,0,
ditprobe,CoreMHz,N,narrow,12,4597,
ditprobe,Const,A,baseline,12,222,
ditprobe,Perm,A,baseline,12,870,
ditprobe,DitBit,A,baseline,12,0,
ditprobe,CoreMHz,A,baseline,12,4596,
ditprobe,Const,C,baseline,12,875,
ditprobe,Perm,C,baseline,12,869,
ditprobe,DitBit,C,baseline,12,1,
ditprobe,CoreMHz,C,baseline,12,4599,
ditprobe,Const,P,hardened,12,223,
ditprobe,Perm,P,hardened,12,871,
ditprobe,DitBit,P,hardened,12,0,
ditprobe,CoreMHz,P,hardened,12,4596,
ditprobe,Const,F,func,12,221,
ditprobe,Perm,F,func,12,871,
ditprobe,DitBit,F,func,12,0,
ditprobe,CoreMHz,F,func,12,4597,
ditprobe,Const,X,fine,12,222,
ditprobe,Perm,X,fine,12,870,
ditprobe,DitBit,X,fine,12,0,
ditprobe,CoreMHz,X,fine,12,4597,
ditprobe,Const,A,baseline,13,222,
ditprobe,Perm,A,baseline,13,870,
ditprobe,DitBit,A,baseline,13,0,
ditprobe,CoreMHz,A,baseline,13,4591,
ditprobe,Const,C,baseline,13,873,
ditprobe,Perm,C,baseline,13,870,
ditprobe,DitBit,C,baseline,13,1,
ditprobe,CoreMHz,C,baseline,13,4595,
ditprobe,Const,P,hardened,13,221,
ditprobe,Perm,P,hardened,13,871,
ditprobe,DitBit,P,hardened,13,0,
ditprobe,CoreMHz,P,hardened,13,4597,
ditprobe,Const,F,func,13,221,
ditprobe,Perm,F,func,13,870,
ditprobe,DitBit,F,func,13,0,
ditprobe,CoreMHz,F,func,13,4598,
ditprobe,Const,X,fine,13,222,
ditprobe,Perm,X,fine,13,870,
ditprobe,DitBit,X,fine,13,0,
ditprobe,CoreMHz,X,fine,13,4598,
ditprobe,Const,N,narrow,13,224,
ditprobe,Perm,N,narrow,13,871,
ditprobe,DitBit,N,narrow,13,0,
ditprobe,CoreMHz,N,narrow,13,4599,
ditprobe,Const,C,baseline,14,873,
ditprobe,Perm,C,baseline,14,870,
ditprobe,DitBit,C,baseline,14,1,
ditprobe,CoreMHz,C,baseline,14,4596,
ditprobe,Const,P,hardened,14,223,
ditprobe,Perm,P,hardened,14,871,
ditprobe,DitBit,P,hardened,14,0,
ditprobe,CoreMHz,P,hardened,14,4597,
ditprobe,Const,F,func,14,223,
ditprobe,Perm,F,func,14,870,
ditprobe,DitBit,F,func,14,0,
ditprobe,CoreMHz,F,func,14,4594,
ditprobe,Const,X,fine,14,222,
ditprobe,Perm,X,fine,14,870,
ditprobe,DitBit,X,fine,14,0,
ditprobe,CoreMHz,X,fine,14,4597,
ditprobe,Const,N,narrow,14,223,
ditprobe,Perm,N,narrow,14,870,
ditprobe,DitBit,N,narrow,14,0,
ditprobe,CoreMHz,N,narrow,14,4595,
ditprobe,Const,A,baseline,14,222,
ditprobe,Perm,A,baseline,14,870,
ditprobe,DitBit,A,baseline,14,0,
ditprobe,CoreMHz,A,baseline,14,4596,
ditprobe,Const,P,hardened,15,224,
ditprobe,Perm,P,hardened,15,870,
ditprobe,DitBit,P,hardened,15,0,
ditprobe,CoreMHz,P,hardened,15,4594,
ditprobe,Const,F,func,15,222,
ditprobe,Perm,F,func,15,871,
ditprobe,DitBit,F,func,15,0,
ditprobe,CoreMHz,F,func,15,4596,
ditprobe,Const,X,fine,15,222,
ditprobe,Perm,X,fine,15,870,
ditprobe,DitBit,X,fine,15,0,
ditprobe,CoreMHz,X,fine,15,4600,
ditprobe,Const,N,narrow,15,222,
ditprobe,Perm,N,narrow,15,871,
ditprobe,DitBit,N,narrow,15,0,
ditprobe,CoreMHz,N,narrow,15,4596,
ditprobe,Const,A,baseline,15,222,
ditprobe,Perm,A,baseline,15,870,
ditprobe,DitBit,A,baseline,15,0,
ditprobe,CoreMHz,A,baseline,15,4598,
ditprobe,Const,C,baseline,15,874,
ditprobe,Perm,C,baseline,15,870,
ditprobe,DitBit,C,baseline,15,1,
ditprobe,CoreMHz,C,baseline,15,4596,
ditprobe,Const,F,func,16,221,
ditprobe,Perm,F,func,16,870,
ditprobe,DitBit,F,func,16,0,
ditprobe,CoreMHz,F,func,16,4596,
ditprobe,Const,X,fine,16,222,
ditprobe,Perm,X,fine,16,871,
ditprobe,DitBit,X,fine,16,0,
ditprobe,CoreMHz,X,fine,16,4597,
ditprobe,Const,N,narrow,16,223,
ditprobe,Perm,N,narrow,16,870,
ditprobe,DitBit,N,narrow,16,0,
ditprobe,CoreMHz,N,narrow,16,4597,
ditprobe,Const,A,baseline,16,221,
ditprobe,Perm,A,baseline,16,878,
ditprobe,DitBit,A,baseline,16,0,
ditprobe,CoreMHz,A,baseline,16,4597,
ditprobe,Const,C,baseline,16,874,
ditprobe,Perm,C,baseline,16,870,
ditprobe,DitBit,C,baseline,16,1,
ditprobe,CoreMHz,C,baseline,16,4597,
ditprobe,Const,P,hardened,16,227,
ditprobe,Perm,P,hardened,16,870,
ditprobe,DitBit,P,hardened,16,0,
ditprobe,CoreMHz,P,hardened,16,4595,
ditprobe,Const,X,fine,17,221,
ditprobe,Perm,X,fine,17,870,
ditprobe,DitBit,X,fine,17,0,
ditprobe,CoreMHz,X,fine,17,4597,
ditprobe,Const,N,narrow,17,223,
ditprobe,Perm,N,narrow,17,870,
ditprobe,DitBit,N,narrow,17,0,
ditprobe,CoreMHz,N,narrow,17,4596,
ditprobe,Const,A,baseline,17,223,
ditprobe,Perm,A,baseline,17,870,
ditprobe,DitBit,A,baseline,17,0,
ditprobe,CoreMHz,A,baseline,17,4596,
ditprobe,Const,C,baseline,17,873,
ditprobe,Perm,C,baseline,17,870,
ditprobe,DitBit,C,baseline,17,1,
ditprobe,CoreMHz,C,baseline,17,4598,
ditprobe,Const,P,hardened,17,224,
ditprobe,Perm,P,hardened,17,870,
ditprobe,DitBit,P,hardened,17,0,
ditprobe,CoreMHz,P,hardened,17,4596,
ditprobe,Const,F,func,17,222,
ditprobe,Perm,F,func,17,870,
ditprobe,DitBit,F,func,17,0,
ditprobe,CoreMHz,F,func,17,4599,
ditprobe,Const,N,narrow,18,223,
ditprobe,Perm,N,narrow,18,871,
ditprobe,DitBit,N,narrow,18,0,
ditprobe,CoreMHz,N,narrow,18,4599,
ditprobe,Const,A,baseline,18,226,
ditprobe,Perm,A,baseline,18,870,
ditprobe,DitBit,A,baseline,18,0,
ditprobe,CoreMHz,A,baseline,18,4598,
ditprobe,Const,C,baseline,18,873,
ditprobe,Perm,C,baseline,18,870,
ditprobe,DitBit,C,baseline,18,1,
ditprobe,CoreMHz,C,baseline,18,4598,
ditprobe,Const,P,hardened,18,222,
ditprobe,Perm,P,hardened,18,871,
ditprobe,DitBit,P,hardened,18,0,
ditprobe,CoreMHz,P,hardened,18,4596,
ditprobe,Const,F,func,18,222,
ditprobe,Perm,F,func,18,870,
ditprobe,DitBit,F,func,18,0,
ditprobe,CoreMHz,F,func,18,4599,
ditprobe,Const,X,fine,18,221,
ditprobe,Perm,X,fine,18,871,
ditprobe,DitBit,X,fine,18,0,
ditprobe,CoreMHz,X,fine,18,4597,
ditprobe,Const,A,baseline,19,222,
ditprobe,Perm,A,baseline,19,870,
ditprobe,DitBit,A,baseline,19,0,
ditprobe,CoreMHz,A,baseline,19,4597,
ditprobe,Const,C,baseline,19,874,
ditprobe,Perm,C,baseline,19,871,
ditprobe,DitBit,C,baseline,19,1,
ditprobe,CoreMHz,C,baseline,19,4594,
ditprobe,Const,P,hardened,19,222,
ditprobe,Perm,P,hardened,19,870,
ditprobe,DitBit,P,hardened,19,0,
ditprobe,CoreMHz,P,hardened,19,4596,
ditprobe,Const,F,func,19,223,
ditprobe,Perm,F,func,19,870,
ditprobe,DitBit,F,func,19,0,
ditprobe,CoreMHz,F,func,19,4599,
ditprobe,Const,X,fine,19,221,
ditprobe,Perm,X,fine,19,871,
ditprobe,DitBit,X,fine,19,0,
ditprobe,CoreMHz,X,fine,19,4598,
ditprobe,Const,N,narrow,19,221,
ditprobe,Perm,N,narrow,19,870,
ditprobe,DitBit,N,narrow,19,0,
ditprobe,CoreMHz,N,narrow,19,4591,
ditprobe,Const,C,baseline,20,874,
ditprobe,Perm,C,baseline,20,870,
ditprobe,DitBit,C,baseline,20,1,
ditprobe,CoreMHz,C,baseline,20,4595,
ditprobe,Const,P,hardened,20,222,
ditprobe,Perm,P,hardened,20,870,
ditprobe,DitBit,P,hardened,20,0,
ditprobe,CoreMHz,P,hardened,20,4597,
ditprobe,Const,F,func,20,224,
ditprobe,Perm,F,func,20,871,
ditprobe,DitBit,F,func,20,0,
ditprobe,CoreMHz,F,func,20,4597,
ditprobe,Const,X,fine,20,222,
ditprobe,Perm,X,fine,20,870,
ditprobe,DitBit,X,fine,20,0,
ditprobe,CoreMHz,X,fine,20,4597,
ditprobe,Const,N,narrow,20,222,
ditprobe,Perm,N,narrow,20,871,
ditprobe,DitBit,N,narrow,20,0,
ditprobe,CoreMHz,N,narrow,20,4599,
ditprobe,Const,A,baseline,20,222,
ditprobe,Perm,A,baseline,20,869,
ditprobe,DitBit,A,baseline,20,0,
ditprobe,CoreMHz,A,baseline,20,4600,
ditprobe,Const,P,hardened,21,222,
ditprobe,Perm,P,hardened,21,869,
ditprobe,DitBit,P,hardened,21,0,
ditprobe,CoreMHz,P,hardened,21,4597,
ditprobe,Const,F,func,21,221,
ditprobe,Perm,F,func,21,870,
ditprobe,DitBit,F,func,21,0,
ditprobe,CoreMHz,F,func,21,4600,
ditprobe,Const,X,fine,21,221,
ditprobe,Perm,X,fine,21,869,
ditprobe,DitBit,X,fine,21,0,
ditprobe,CoreMHz,X,fine,21,4597,
ditprobe,Const,N,narrow,21,223,
ditprobe,Perm,N,narrow,21,869,
ditprobe,DitBit,N,narrow,21,0,
ditprobe,CoreMHz,N,narrow,21,4598,
ditprobe,Const,A,baseline,21,223,
ditprobe,Perm,A,baseline,21,869,
ditprobe,DitBit,A,baseline,21,0,
ditprobe,CoreMHz,A,baseline,21,4598,
ditprobe,Const,C,baseline,21,871,
ditprobe,Perm,C,baseline,21,870,
ditprobe,DitBit,C,baseline,21,1,
ditprobe,CoreMHz,C,baseline,21,4597,
ditprobe,Const,F,func,22,224,
ditprobe,Perm,F,func,22,870,
ditprobe,DitBit,F,func,22,0,
ditprobe,CoreMHz,F,func,22,4597,
ditprobe,Const,X,fine,22,221,
