benchmark,metric,arm,archive,rep,value,dit_exit
ditprobe,Const,C,baseline,13,652,
ditprobe,Perm,C,baseline,13,653,
ditprobe,CoreMHz,C,baseline,13,4605,
ditprobe,DitBit,C,baseline,13,1,
ditprobe,Const,P,hardened,13,217,
ditprobe,Perm,P,hardened,13,652,
ditprobe,CoreMHz,P,hardened,13,4583,
ditprobe,DitBit,P,hardened,13,0,
ditprobe,Const,F,func,13,217,
ditprobe,Perm,F,func,13,656,
ditprobe,CoreMHz,F,func,13,4606,
ditprobe,DitBit,F,func,13,0,
ditprobe,Const,X,fine,13,217,
ditprobe,Perm,X,fine,13,654,
ditprobe,CoreMHz,X,fine,13,4595,
ditprobe,DitBit,X,fine,13,0,
ditprobe,Const,Z,nopsw,14,217,
ditprobe,Perm,Z,nopsw,14,651,
ditprobe,CoreMHz,Z,nopsw,14,4591,
ditprobe,DitBit,Z,nopsw,14,0,
ditprobe,Const,A,baseline,14,217,
ditprobe,Perm,A,baseline,14,653,
ditprobe,CoreMHz,A,baseline,14,4605,
ditprobe,DitBit,A,baseline,14,0,
ditprobe,Const,C,baseline,14,657,
ditprobe,Perm,C,baseline,14,654,
ditprobe,CoreMHz,C,baseline,14,4604,
ditprobe,DitBit,C,baseline,14,1,
ditprobe,Const,P,hardened,14,218,
ditprobe,Perm,P,hardened,14,652,
ditprobe,CoreMHz,P,hardened,14,4571,
ditprobe,DitBit,P,hardened,14,0,
ditprobe,Const,F,func,14,217,
ditprobe,Perm,F,func,14,653,
ditprobe,CoreMHz,F,func,14,4578,
ditprobe,DitBit,F,func,14,0,
ditprobe,Const,X,fine,14,217,
ditprobe,Perm,X,fine,14,653,
ditprobe,CoreMHz,X,fine,14,4583,
ditprobe,DitBit,X,fine,14,0,
ditprobe,Const,N,narrow,14,217,
ditprobe,Perm,N,narrow,14,653,
ditprobe,CoreMHz,N,narrow,14,4581,
ditprobe,DitBit,N,narrow,14,0,
ditprobe,Const,A,baseline,15,217,
ditprobe,Perm,A,baseline,15,653,
ditprobe,CoreMHz,A,baseline,15,4590,
ditprobe,DitBit,A,baseline,15,0,
ditprobe,Const,C,baseline,15,653,
ditprobe,Perm,C,baseline,15,653,
ditprobe,CoreMHz,C,baseline,15,4604,
